recTime,fltKey,bcnCode,source,AcId,acType,Orig,Dest,OpsType,estOrig,estDest,modeSCode
1664611712.0,36037,7032.0,LAX,AAL2548,A319,,,,,,
1664611886.0,36038,1145.0,LAX,JBU1223,A321,,,,,,
1664612529.0,36049,4713.0,LAX,N883CE,F2TH,,,,,,ac2931
1664612885.0,36053,3766.0,LAX,AAL2468,A321,,,,,,
1664610511.0,36054,656.0,SMRADSB,ACA779,A333,,LAX,A,,LAX,c0582b
1664610384.0,36055,4671.0,LAX,KAY53,A319,,LAX,A,,LAX,3c70b8
1664610636.0,36056,7352.0,LAX,ANA105,B77W,LAX,,D,LAX,,8691aa
1664610733.0,36057,1025.0,LAX,DAL1099,A321,LAX,,D,LAX,,a3b028
1664611099.0,36058,7255.0,LAX,AAL1725,A321,LAX,,D,LAX,,a0cdf3
1664611482.0,36059,7327.0,LAX,AAL2842,B738,LAX,,D,LAX,,a3f500
1664611771.0,36060,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664613540.0,36061,2115.0,LAX,DAL1554,B738,,,,,,
1664610735.0,36062,1200.0,SMR,ASA413,ACFT,LAX,LAX,I,LAX,LAX,a4ca6a
1664611564.0,36063,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664611815.0,36064,265.0,LAX,SH24,,HHR,,O,HHR,,ad5d21
1664611852.0,36065,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664612318.0,36066,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664612477.0,36067,7331.0,LAX,AAL762,A321,LAX,,D,LAX,,ac7a52
1664612585.0,36068,4631.0,LAX,VJT801,GLEX,LAX,,D,LAX,,4d20f9
1664614787.0,36069,3165.0,LAX,NKS1024,A320,,,,,,
1664609520.0,36070,,ADSB,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664611940.0,36071,1067.0,LAX,CMP303,B39M,LAX,,D,LAX,,0c20df
1664612190.0,36072,7032.0,LAX,AAL2548,A319,,LAX,A,,LAX,aa35e1
1664612437.0,36073,1145.0,LAX,JBU1223,A321,,LAX,A,,LAX,ad6bdc
1664612530.0,36074,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664612612.0,36075,4713.0,LAX,N883CE,F2TH,,LAX,A,,LAX,ac2931
1664612694.0,36076,7257.0,LAX,VOI917,A20N,LAX,,D,LAX,,0d0b8a
1664612706.0,36077,1200.0,ADSB,UNKN,,LAX,LAX,I,LAX,LAX,ab77ee
1664612931.5,36078,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613150.0,36079,2574.0,LAX,SWA501,B737,,LAX,A,,LAX,a9ccb0
1664613165.0,36080,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613316.0,36081,1201.0,LAX,1201,,HHR,,O,HHR,,a21445
1664613393.0,36082,3766.0,LAX,AAL2468,A321,,LAX,A,,LAX,a09188
1664613431.0,36083,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613548.0,36084,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613592.0,36085,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613715.0,36086,7367.0,LAX,JBU492,A320,LAX,,D,LAX,,a84d62
1664613735.0,36087,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664613775.0,36088,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664613937.0,36089,,ADSB,O91,,LAX,LAX,I,LAX,LAX,a4e154
1664614001.0,36090,2115.0,LAX,DAL1554,B738,,LAX,A,,LAX,a44988
1664614103.5,36091,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664614200.0,36092,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664614376.0,36093,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664614465.0,36094,3305.0,SMRMODE_SADSB,SKW3441,E75L,,LAX,A,,LAX,a4b5b6
1664614467.0,36095,,SMRMODE_SADSB,O91,,LAX,LAX,I,LAX,LAX,a4e154
1664614662.0,36096,1201.0,LAX,UNKN,,,,,,,a9e7c9
1664617757.0,36097,656.0,LAX,ACA779,A333,,,,,,
1664616990.0,36098,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664617131.5,36099,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664617406.0,36100,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664616990.0,36101,273.0,ADSB,PD18,,LAX,,D,LAX,,a5c983
1664618301.0,36102,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664618615.5,36103,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664618736.0,36104,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664619330.5,36105,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664618939.0,36106,1042.0,LAX,CKS374,B744,LAX,,D,LAX,,a95c38
1664619934.0,36107,3303.0,SMRADSB,FDX1876,MD11,,LAX,A,,LAX,a7d2e6
1664620211.0,36108,1013.0,LAX,EVA629,B77L,LAX,,D,LAX,,899124
1664620591.5,36109,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664620709.875,36110,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664620835.0,36111,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664620915.0,36112,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664621465.0,36113,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664621689.875,36114,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664621728.0,36115,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664620885.0,36116,3453.0,SMR,CKS450,B744,,LAX,A,,LAX,a9fa34
1664621982.0,36117,7310.0,ADSB,FDX654,B763,LAX,,D,LAX,,a2d234
1664616991.0,36118,,SMRADSB,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664622213.0,36119,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664622298.0,36120,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664622467.0,36121,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664622760.0,36122,7271.0,ADSB,FDX451,B763,LAX,,D,LAX,,a0d5d6
1664623247.0,36123,7371.0,LAX,FDX456,B763,LAX,,D,LAX,,a173d2
1664623622.0,36124,1165.0,MODE_S,CAL5156,B77L,LAX,LAX,I,LAX,LAX,8990a5
1664623729.0,36125,273.0,LAX,PD18,,,,,,,a5c983
1664624189.0,36126,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664624474.0,36127,,LAX,E81,,LAX,LAX,I,LAX,LAX,a7f83b
1664624478.0,36128,1200.0,ADSB,1200,,,HHR,O,,HHR,a5e017
1664625908.0,36130,5657.0,LAX,FDX1508,B763,,,,,,
1664623795.0,36131,1167.0,LAX,CKK229,B77L,,LAX,A,,LAX,781a4b
1664624814.0,36132,2654.0,SMRADSB,DAL1031,A21N,,LAX,A,,LAX,a66576
1664624921.0,36133,2652.0,LAX,DAL370,B752,,LAX,A,,LAX,ab3c61
1664625102.0,36134,1033.0,LAX,FDX849,B763,LAX,,D,LAX,,a15778
1664625066.0,36135,,ADSB,O91,,LAX,LAX,I,LAX,LAX,a4e154
1664625742.0,36136,7231.0,LAX,N115AN,CL30,LAX,,D,LAX,,a03ed3
1664625935.0,36137,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664624263.0,36138,33.0,LAX,UNKN,,LAX,LAX,I,LAX,LAX,a9bf4b
1664625125.0,36139,7427.0,ADSB,NCA108,B748,,LAX,A,,LAX,846def
1664625922.5,36140,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664625955.0,36141,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664626065.0,36142,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664626118.5,36143,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664625723.0,36144,,LAX,O91,,LAX,LAX,I,LAX,LAX,a4e154
1664626335.0,36145,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664626401.0,36146,31.0,LAX,D130,ACFT,LAX,LAX,I,LAX,LAX,a6cff8
1664626573.0,36147,4627.0,LAX,AMF1450,BE99,LAX,,D,LAX,,ab3ba4
1664626054.0,36148,1166.0,LAX,CPA3780,B748,,LAX,A,,LAX,780233
1664626414.0,36149,5657.0,SMRADSB,FDX1508,B763,,LAX,A,,LAX,a10fe8
1664626574.0,36150,7261.0,LAX,ATN3597,B763,LAX,,D,LAX,,a3396b
1664626896.0,36151,7333.0,LAX,SWA842,B738,LAX,,D,LAX,,abe124
1664627086.0,36152,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664627264.0,36153,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664628821.0,36154,2707.0,ASR9,2707,,,,,,,
1664629028.0,36155,2704.0,ASR9,2704,,,,,,,
1664625430.0,36156,7356.0,LAX,SWA1411,B38M,LAX,,D,LAX,,ac0bfb
1664625870.0,36157,4602.0,LAX,SWA2153,B737,LAX,,D,LAX,,a9ccb0
1664627190.0,36158,7251.0,LAX,NKS326,A20N,LAX,,D,LAX,,ad2c16
1664627320.0,36159,7245.0,LAX,FDX3617,B763,LAX,,D,LAX,,a0b97c
1664627386.0,36160,1351.0,LAX,DAL40,A359,,LAX,A,,LAX,a66cf7
1664627458.5,36161,,LAX,B10,,LAX,LAX,I,LAX,LAX,a586be
1664627634.0,36162,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664627638.5,36163,,LAX,O87,,LAX,LAX,I,LAX,LAX,a4c143
1664627591.0,36164,1075.0,LAX,UAL2616,B739,LAX,,D,LAX,,a44588
1664627908.0,36165,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664627939.0,36166,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664629959.0,36167,1452.0,LAX,SWA2116,B737,,,,,,
1664627257.0,36168,7376.0,LAX,CKS362,B744,LAX,,D,LAX,,a97282
1664627688.0,36169,2672.0,LAX,UAL1110,B39M,,LAX,A,,LAX,a448d1
1664627982.0,36170,2670.0,LAX,DAL428,B752,,LAX,A,,LAX,ab2b2c
1664627814.0,36171,7373.0,LAX,DAL1145,A321,LAX,,D,LAX,,a3ac7a
1664627821.0,36172,2664.0,SMRADSB,FDX1814,MD11,,LAX,A,,LAX,a80cf8
1664627851.0,36173,7212.0,LAX,SWA2181,B738,LAX,,D,LAX,,abaa0e
1664627884.0,36174,7202.0,LAX,SWA1165,B737,LAX,,D,LAX,,a1b1bc
1664628069.0,36175,33.0,LAX,DAL23B,ACFT,LAX,LAX,I,LAX,LAX,ac3477
1664628143.0,36176,2666.0,LAX,HAL4,A332,,LAX,A,,LAX,a48ae7
1664628295.0,36177,1527.0,LAX,UAL842,B789,,LAX,A,,LAX,a09fc4
1664628326.0,36178,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664628386.0,36179,1071.0,LAX,UAL2195,B39M,LAX,,D,LAX,,a5d648
1664628532.0,36180,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664628579.0,36181,4647.0,MODE_SADSB,N400KP,BE40,,LAX,A,,LAX,a4ad90
1664628908.0,36182,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664630544.0,36183,2720.0,LAX,2720,,,,,,,
1664628749.0,36184,2702.0,SMR,AAL298,A21N,,LAX,A,,LAX,a54aaa
1664628915.0,36185,1175.0,LAX,PAC964,B77L,,LAX,A,,LAX,a98c7a
1664628921.0,36186,7210.0,LAX,NKS1019,A320,LAX,,D,LAX,,a84a17
1664628958.5,36187,,LAX,O81,,LAX,LAX,I,LAX,LAX,a4f3e7
1664629110.0,36188,7327.0,LAX,FDX615,B763,LAX,,D,LAX,,a119af
1664629454.875,36189,,SMR,UNKN,,LAX,LAX,I,LAX,LAX,
1664628963.0,36190,7372.0,LAX,JBU288,A321,LAX,,D,LAX,,acf906
1664629021.0,36191,1021.0,LAX,AAL852,A321,LAX,,D,LAX,,adc531
1664629131.0,36192,4102.0,SMR,ASA150,B739,,LAX,A,,LAX,a5d007
1664629410.0,36193,7302.0,LAX,AAL274,A321,LAX,,D,LAX,,a009a4
1664627522.0,36194,2671.0,ADSB,UAL534,B772,,LAX,A,,LAX,aa64ba
1664629388.0,36195,1066.0,LAX,DAL1095,B763,LAX,,D,LAX,,a13386
1664629625.0,36196,7224.0,LAX,SKW3342,E75L,LAX,,D,LAX,,a17c65
1664629633.0,36197,1200.0,LAX,ASA65C,ACFT,LAX,LAX,I,LAX,LAX,a78ffa
1664629677.0,36198,7344.0,LAX,AAL1499,A321,LAX,,D,LAX,,a114f4
1664629714.0,36199,7264.0,SMRADSB,DAL2928,B739,LAX,LAX,I,LAX,LAX,ac4963
1664629754.0,36200,7254.0,MODE_SADSB,SWA1406,B38M,LAX,LAX,I,LAX,LAX,ac03e2
1664629889.0,36201,7307.0,LAX,AAL2781,B738,LAX,,D,LAX,,a3244a
1664630393.0,36202,1452.0,SMRMODE_SADSB,SWA2116,B737,,LAX,A,,LAX,a4f022
1664632342.0,36203,3247.0,LAX,SKW3437,E75L,,,,,,
1664629998.0,36204,2712.0,LAX,DAL443,B752,,LAX,A,,LAX,a6c88a
1664630228.0,36205,1032.0,LAX,DAL930,A21N,LAX,,D,LAX,,a66576
1664630252.0,36206,31.0,SMRMODE_SADSB,DAL135,ACFT,LAX,LAX,I,LAX,LAX,a14c29
1664630363.0,36207,7367.0,LAX,AAL814,A21N,LAX,,D,LAX,,a4ce11
1664630852.0,36208,7347.0,MODE_SADSB,SWA729,B737,LAX,LAX,I,LAX,,aa8152
1664632417.0,36209,7255.0,LAX,ASA1133,B738,,,,,,
1664630802.0,36210,7361.0,LAX,DAL672,B752,LAX,,D,LAX,,ab3c61
1664631047.0,36211,1556.0,SMRMODE_SADSB,QFA11,B789,,LAX,A,,LAX,7c806a
1664632984.0,36212,1310.0,LAX,SWA2263,B38M,,,,,,
1664630954.0,36213,1027.0,LAX,CKS364,B744,LAX,,D,LAX,,a9fa34
1664631411.0,36214,2050.0,LAX,FDX3610,MD11,LAX,,D,LAX,,a7d2e6
1664631506.0,36215,2063.0,LAX,SKW4607,E75S,LAX,,D,LAX,,a7ef08
1664631604.5,36216,,LAX,E18,,LAX,LAX,I,LAX,LAX,a81fba
1664633510.0,36217,3253.0,LAX,SKW3310,E75L,,,,,,
1664633595.0,36218,,LAX,UNKN,,,,,,,a4cc00
1664630883.0,36219,21.0,LAX,DAL134,ACFT,LAX,LAX,I,LAX,LAX,ab5365
1664631109.0,36220,7203.0,LAX,AAL2811,A21N,LAX,,D,LAX,,a4e307
1664631185.0,36221,1030.0,LAX,WGN7555,B744,,LAX,A,,LAX,a276d3
1664631411.0,36222,1013.0,LAX,SWA580,B737,LAX,,D,LAX,,aa922b
1664631555.0,36223,,LAX,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664631612.0,36224,2030.0,SMRMODE_S,ASA546,A21N,LAX,,D,LAX,,acda07
1664631849.0,36225,2725.0,LAX,AAL14,A21N,,LAX,A,,LAX,a53d2c
1664632298.0,36226,6727.0,ADSB,SWA2349,B38M,LAX,,D,LAX,,ac08d4
1664633589.0,36227,3253.0,LAX,SKW3310,E75L,,,,,,a4cc00
1664633647.0,36228,6773.0,ASR9,DAL1339,A321,,,,,,a3d039
1664633810.0,36229,1330.0,LAX,SWA1297,B737,,,,,,
1664633962.0,36230,1342.0,LAX,SWA581,B38M,,,,,,
1664634173.0,36231,3273.0,LAX,SWA1547,B737,,,,,,aa4a9b
1664632037.0,36232,3312.0,LAX,SKW5426,CRJ2,,LAX,A,,LAX,adacc9
1664632298.0,36233,1304.0,LAX,DAL1126,A319,LAX,,D,LAX,,a438b0
1664632339.0,36234,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664634221.0,36235,1343.0,LAX,N276GC,CL60,,,,,,
1664634305.0,36236,,LAX,UNKN,,,,,,,a2bd5f
1664634310.0,36237,,LAX,UNKN,,,,,,,a2bd5f
1664634332.0,36238,1343.0,ASR9,N276GC,CL60,,,,,,
1664634386.0,36239,2005.0,LAX,AAL118,A321,,,,,,a02c40
1664632303.0,36240,2335.0,LAX,SWA629,B38M,,LAX,A,,LAX,abfcda
1664632392.0,36241,1065.0,LAX,AAL529,A21N,LAX,,D,LAX,,a4d7e4
1664632419.0,36242,,LAX,O04,,LAX,LAX,I,LAX,LAX,a4f030
1664632491.75,36243,,LAX,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664632644.0,36244,1320.0,SMRADSB,KYE4858,B744,,LAX,A,,LAX,ac7e18
1664632715.0,36245,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664634470.0,36246,1357.0,LAX,AAL2308,B738,,,,,,acbf63
1664634476.0,36247,2005.0,LAX,AAL118,A321,,,,,,a02c40
1664634571.0,36248,1357.0,LAX,AAL2308,B738,,,,,,acbf63
1664634666.0,36249,1361.0,MODE_S,FDX3901,MD11,,,,,,a86d2b
1664632715.0,36250,2020.0,LAX,FDX431,MD11,LAX,,D,LAX,,a80cf8
1664632764.0,36251,6773.0,LAX,DAL1339,A321,LAX,,D,LAX,,a3d039
1664632781.0,36252,1353.0,LAX,SKW6252,E75L,LAX,,D,LAX,,a65d06
1664632870.0,36253,6641.0,SMRMODE_SADSB,ABX803,B763,,LAX,A,,LAX,a43b77
1664634773.0,36254,1361.0,LAX,FDX3901,MD11,,,,,,a86d2b
1664634787.0,36255,6766.0,LAX,KFB885,GLF5,,,,,,
1664634794.0,36256,2036.0,ASR9,SWA1166,B737,,,,,,aa7757
1664634870.0,36257,6766.0,LAX,KFB885,GLF5,,,,,,ac310a
1664634890.0,36258,6766.0,LAX,KFB885,GLF5,,,,,,
1664632566.0,36259,4610.0,LAX,SKW5897,CRJ2,,LAX,A,,LAX,ada6b9
1664632727.0,36260,2602.0,LAX,SKW3894,E75L,,LAX,A,,LAX,a2b6ff
1664632773.0,36261,2730.0,LAX,UAL1706,B739,,LAX,A,,LAX,a85e2b
1664632810.0,36262,2061.0,LAX,UAL2213,B772,LAX,,D,LAX,,a20433
1664632830.0,36263,754.0,LAX,SKW3612,E75S,,LAX,A,,LAX,a7fa2d
1664632891.0,36264,1301.0,LAX,UAL622,B753,LAX,,D,LAX,,a76f46
1664632943.75,36265,2000.0,LAX,2000,,LAX,LAX,I,LAX,LAX,a898a9
1664633010.0,36266,713.0,LAX,UAL2227,B738,,LAX,A,,LAX,aa7e7c
1664633136.0,36267,1331.0,LAX,DAL703,B739,LAX,,D,LAX,,ab6020
1664635355.0,36268,2041.0,MODE_S,AAL2947,A321,,,,,,ada6ed
1664635364.0,36269,2041.0,LAX,AAL2947,A321,,,,,,ada6ed
1664632705.0,36270,6722.0,LAX,HAL1,A21N,LAX,,D,LAX,,a1e1b1
1664632890.0,36271,6755.0,LAX,JBU2704,A320,LAX,,D,LAX,,a8c796
1664633114.0,36272,4746.0,LAX,DAL1733,B739,,LAX,A,,LAX,abc573
1664633118.0,36273,,LAX,O04,,LAX,LAX,I,LAX,LAX,a4f030
1664633130.0,36274,1210.0,LAX,ASA68B,ACFT,LAX,LAX,I,LAX,LAX,a72e69
1664633211.0,36275,3304.0,LAX,SKW3340,E75L,,LAX,A,,LAX,a4cfb7
1664633266.0,36276,6745.0,LAX,AAL2112,A321,LAX,,D,LAX,,a09cad
1664633331.0,36277,4740.0,SMR,NKS649,A320,,LAX,A,,LAX,a87cbb
1664633337.0,36278,2715.0,SMR,AAL9777,A21N,,LAX,A,,LAX,a4d42d
1664633351.0,36279,4747.0,LAX,SWA3131,B737,LAX,,D,LAX,,a20e38
1664635412.0,36280,2041.0,LAX,AAL2947,A321,,,,,,ada6ed
1664635530.0,36281,6764.0,LAX,ASA822,A320,,,,,,
1664635594.0,36282,6764.0,LAX,ASA822,A320,,,,,,ab97ff
1664635617.0,36283,6764.0,LAX,ASA822,A320,,,,,,ab97ff
1664633230.0,36284,4630.0,LAX,SKW3788,E75L,,LAX,A,,LAX,a2a823
1664633298.0,36285,6756.0,LAX,CAL5155,B77L,LAX,,D,LAX,,8990a5
1664633373.0,36286,30.0,MODE_S,DAL133,A359,LAX,LAX,I,LAX,LAX,a66cf7
1664633429.0,36287,3373.0,LAX,SKW3423,E75L,,LAX,A,,LAX,a4e0ec
1664633431.0,36288,4753.0,LAX,SKW5854,E75L,,LAX,A,,LAX,a7f096
1664633526.0,36289,4664.0,LAX,SKW5596,CRJ7,,LAX,A,,LAX,aaafd8
1664633532.0,36290,1316.0,LAX,ASA705,A320,LAX,,D,LAX,,ab81b5
1664633569.0,36291,5726.0,SMR,NKS185,A20N,,LAX,A,,LAX,acd961
1664633624.0,36292,2005.0,LAX,AAL118,A321,LAX,,D,LAX,,a02c40
1664633699.0,36293,1357.0,LAX,AAL2308,B738,LAX,,D,LAX,,acbf63
1664633760.0,36294,3324.0,LAX,SWA378,B38M,,LAX,A,,LAX,ac138c
1664635679.0,36295,6734.0,LAX,DAL454,B752,,,,,,a9bf4b
1664635762.0,36296,6734.0,LAX,DAL454,B752,,,,,,a9bf4b
1664635789.0,36297,6734.0,LAX,DAL454,B752,,,,,,a9bf4b
1664633632.0,36298,6772.0,LAX,QTR61Q,A35K,,LAX,A,,LAX,06a12e
1664633762.0,36299,1361.0,LAX,FDX3901,MD11,LAX,,D,LAX,,a86d2b
1664633852.0,36300,3255.0,SMRADSB,DAL2437,BCS3,,LAX,A,,LAX,a339b1
1664633914.0,36301,6767.0,LAX,UAL2376,B739,LAX,,D,LAX,,a2b8c5
1664633931.0,36302,2016.0,LAX,LPE2476,B763,,LAX,A,,LAX,e80242
1664634052.0,36303,2056.0,LAX,SWA994,B737,LAX,,D,LAX,,aa6ba6
1664634084.0,36304,2036.0,LAX,SWA1166,B737,LAX,,D,LAX,,aa7757
1664634078.875,36305,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664634243.0,36306,,SMR,B652,,LAX,LAX,I,LAX,LAX,a59baa
1664634248.0,36307,2444.0,LAX,DAL1165,A320,,LAX,A,,LAX,a39ac7
1664634512.0,36308,1376.0,LAX,CKK230,B77L,LAX,,D,LAX,,781a4b
1664635949.0,36309,2071.0,LAX,EJA312,E55P,,,,,,a34fae
1664636243.0,36310,1712.0,LAX,UAL2024,A319,,,,,,ac4107
1664636370.0,36311,1313.0,LAX,AAL1423,A321,,,,,,a023a5
1664636378.0,36312,2002.0,LAX,N332JS,BE20,,,,,,
1664636429.0,36313,,LAX,UNKN,,,,,,,a023a5
1664636433.0,36314,1313.0,LAX,AAL1423,A321,,,,,,a023a5
1664636439.0,36315,5711.0,MODE_S,CGBSW,ASTR,,,,,,c04937
1664636561.0,36316,5711.0,LAX,CGBSW,ASTR,,,,,,c04937
1664636575.0,36317,5711.0,LAX,CGBSW,ASTR,,,,,,c04937
1664633060.0,36318,1406.0,LAX,ANA8408,B77L,,LAX,A,,LAX,868db5
1664633348.0,36319,,LAX,O03,,LAX,LAX,I,LAX,LAX,a54cac
1664634117.0,36320,7243.0,MODE_S,TNO2300,B762,,LAX,A,,LAX,0d0821
1664634300.0,36321,2041.0,LAX,AAL2947,A321,LAX,,D,LAX,,ada6ed
1664634413.0,36322,3336.0,SMRADSB,DAL2362,A319,,LAX,A,,LAX,a403b3
1664634466.5,36323,33.0,ADSB,D141,ACFT,LAX,LAX,I,LAX,LAX,ab9de9
1664634663.0,36324,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664634846.0,36325,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664636507.0,36326,1345.0,LAX,N103BZ,C560,,,,,,
1664636531.0,36327,2002.0,LAX,N332JS,BE20,,,,,,a39e16
1664636621.0,36328,5711.0,LAX,CGBSW,ASTR,,,,,,
1664636706.0,36329,1364.0,LAX,DAL2557,BCS3,,,,,,
1664636789.0,36330,1364.0,MODE_S,DAL2557,BCS3,,,,,,a33243
1664636832.0,36331,1364.0,LAX,DAL2557,BCS3,,,,,,
1664634846.0,36332,4650.0,LAX,SWA2212,B737,,LAX,A,,LAX,aab09a
1664635054.0,36333,1200.0,LAX,1200,,CPM,HHR,O,CPM,HHR,a3614c
1664636903.0,36334,1322.0,LAX,DAL1485,B738,,,,,,
1664636986.0,36335,2463.0,MODE_S,DAL508,B752,,,,,,a9acb8
1664637070.0,36336,2463.0,LAX,DAL508,B752,,,,,,a9acb8
1664633042.0,36337,1377.0,ADSB,SWA1417,B38M,LAX,,D,LAX,,ac078b
1664634465.0,36338,6734.0,ADSB,DAL454,B752,LAX,,D,LAX,,a9bf4b
1664634832.0,36339,6703.0,LAX,ACA786,B38M,LAX,,D,LAX,,c0307a
1664635084.0,36340,3261.0,LAX,SKW5835,E75L,,LAX,A,,LAX,a7dbaa
1664635307.0,36341,7231.0,LAX,NKS1200,A20N,LAX,,D,LAX,,ac77d0
1664635335.0,36342,3301.0,LAX,SWA1936,B738,,LAX,A,,LAX,abe00f
1664637198.0,36343,7720.0,LAX,AAL2,A321,,,,,,a033ae
1664637227.0,36344,6762.0,LAX,JZA763,CRJ9,,,,,,
1664637301.0,36345,6762.0,LAX,JZA763,CRJ9,,,,,,c01b6c
1664637311.0,36346,6762.0,LAX,JZA763,CRJ9,,,,,,c01b6c
1664637399.0,36347,7643.0,ASR9,UAL514,B752,,,,,,a754b5
1664634030.0,36348,3334.0,LAX,SKW3335,E75L,,LAX,A,,LAX,a149c1
1664635430.0,36349,2351.0,LAX,AAL524,A321,,LAX,A,,LAX,a101c3
1664635523.875,36351,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664635580.0,36352,6737.0,LAX,ASA298,A21N,LAX,,D,LAX,,acd650
1664635582.0,36353,2656.0,LAX,SKW6309,E75L,,LAX,A,,LAX,a671f2
1664637594.0,36354,7625.0,LAX,SWA3155,B38M,,,,,,ac1327
1664637653.0,36355,7625.0,LAX,SWA3155,B38M,,,,,,ac1327
1664635494.0,36356,1313.0,LAX,AAL1423,A321,LAX,,D,LAX,,a023a5
1664635676.0,36357,2663.0,LAX,MAA6846,B763,,LAX,A,,LAX,a417af
1664635797.0,36358,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664635814.0,36359,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1664635838.0,36360,3153.0,LAX,NKS1829,A320,,LAX,A,,LAX,a8553c
1664635841.0,36361,5711.0,LAX,CGBSW,ASTR,LAX,,D,LAX,,c04937
1664635862.0,36362,1333.0,LAX,SWA2116,B737,LAX,,D,LAX,,a4f022
1664637872.0,36363,1351.0,MODE_S,DAL324,B763,,,,,,a14c29
1664637976.0,36364,1351.0,LAX,DAL324,B763,,,,,,a14c29
1664634553.0,36365,7724.0,LAX,SWA1434,B38M,LAX,,D,LAX,,ac0094
1664635704.0,36366,4112.0,SMRMODE_SADSB,NKS419,ACFT,LAX,LAX,I,LAX,LAX,a87cbb
1664635770.0,36367,3377.0,SMR,SWA2276,B738,,LAX,A,,LAX,abd17b
1664636157.0,36368,3375.0,LAX,SWA3151,B738,,LAX,A,,LAX,abb1c2
1664636234.0,36369,31.0,SMR,DAL130,ACFT,LAX,LAX,I,LAX,LAX,a6cff8
1664636461.0,36370,2660.0,LAX,VAR957,SR20,,SMO,O,,SMO,a4b423
1664638056.0,36371,7666.0,ASR9,JBU624,A321,,,,,,ad1cde
1664638176.0,36372,7207.0,LAX,SKW3466,E75L,,,,,,
1664638274.0,36373,,LAX,UNKN,,,,,,,a4d5c7
1664638303.0,36374,4755.0,MODE_S,SKW3362,E75L,,,,,,a4cfb7
1664638317.0,36375,7207.0,LAX,SKW3466,E75L,,,,,,
1664636073.0,36376,2463.0,LAX,DAL508,B752,LAX,,D,LAX,,a9acb8
