recTime,fltKey,bcnCode,source,AcId,acType,Orig,Dest,OpsType,estOrig,estDest,modeSCode
1662076474.0,32908,1016.0,SMR,FDX326,MD11,,LAX,A,,LAX,a8259b
1662076588.0,32909,1115.0,LAX,JNY5,GLF5,,LAX,A,,LAX,a793b2
1662076623.0,32910,1200.0,LAX,1200,,HHR,HHR,O,HHR,HHR,a1d2cc
1662076676.0,32911,1201.0,LAX,UNKN,,,,,,,a8a2ee
1662076756.0,32912,4727.0,LAX,N724TT,SR20,,SMO,O,,SMO,a9b423
1662078526.0,32913,7305.0,LAX,SKW952P,E75L,,,,,,a4bd24
1662078580.0,32914,7305.0,ASR9,SKW952P,E75L,,,,,,a4bd24
1662073230.0,32915,2451.0,LAX,SWA2960,B738,LAX,,D,LAX,,abefba
1662076316.0,32916,1314.0,LAX,SKW3446,E75L,LAX,,D,LAX,,a11ad4
1662076693.0,32917,2460.0,SMRADSB,ACA777,BCS3,,LAX,A,,LAX,c06724
1662076750.0,32918,654.0,LAX,DAL1571,B763,,LAX,A,,LAX,a120f3
1662076759.0,32919,4736.0,LAX,FDX1366,A306,LAX,,D,LAX,,a92eef
1662076950.0,32920,2450.0,LAX,DAL999,B738,LAX,,D,LAX,,a44570
1662076961.0,32921,1200.0,ADSB,1200,,HHR,HHR,O,HHR,HHR,a23b36
1662077016.0,32922,1200.0,LAX,1200,,,HHR,O,,HHR,a6db9c
1662078930.0,32924,6711.0,LAX,UAL923,B789,,,,,,a596b1
1662078934.0,32925,6711.0,LAX,UAL923,B789,,,,,,a596b1
1662078992.0,32926,6711.0,ASR9,UAL923,B789,,,,,,a596b1
1662078996.0,32927,6711.0,LAX,UAL923,B789,,,,,,a596b1
1662076860.0,32929,3631.0,LAX,UAL682,B738,,LAX,A,,LAX,a3a0cc
1662076940.0,32930,1201.0,LAX,1201,,,,,,,a840d9
1662076941.0,32931,2470.0,LAX,UAL2219,B39M,LAX,,D,LAX,,a2bb83
1662076965.0,32932,2633.0,LAX,ACA556,B38M,,LAX,A,,LAX,c0501e
1662076973.0,32933,1201.0,LAX,1201,,,,,,,a54595
1662076989.0,32934,1506.0,LAX,UAL297,B739,,LAX,A,,LAX,a4453e
1662076990.0,32935,1044.0,LAX,AAY794,A319,LAX,,D,LAX,,a33a93
1662077075.0,32936,7642.0,LAX,ASA296,B739,LAX,,D,LAX,,a613e0
1662077264.0,32937,3677.0,LAX,N334AM,PC12,,SMO,O,,SMO,a3a4b7
1662077279.0,32938,7245.0,LAX,AAL1375,B738,,LAX,A,,LAX,ad9003
1662077328.0,32940,1200.0,LAX,1200,,HHR,HHR,O,HHR,HHR,a1d2cc
1662077386.0,32941,1201.0,LAX,UNKN,,,,,,,a27f62
1662077469.0,32942,1200.0,LAX,1200,,,,,,,a54595
1662077480.0,32943,3372.0,LAX,EJA366,E55P,,SMO,O,,SMO,a42405
1662079242.0,32947,7216.0,LAX,WJA1581,B737,,,,,,
1662079299.0,32948,4604.0,LAX,ASA541,A21N,,,,,,acc774
1662079366.0,32949,,LAX,UNKN,,,,,,,acc774
1662076458.0,32950,2073.0,LAX,CAL005,A359,LAX,,D,LAX,,899128
1662076850.0,32951,3104.0,SMR,SWA1509,B737,,LAX,A,,LAX,aaa595
1662076972.0,32952,6727.0,LAX,ANA1905,B788,LAX,,D,LAX,,86d5b6
1662077079.0,32953,4770.0,MODE_SADSB,TFF909,GLF4,,LAX,A,,LAX,a678cf
1662077266.0,32954,1370.0,LAX,FIN1,A359,,LAX,A,,LAX,461f53
1662077273.0,32955,4733.0,LAX,FDY806,C208,LAX,,D,LAX,,ad35ed
1662077493.0,32956,1200.0,LAX,1200,,HHR,,O,HHR,,a23b36
1662077493.0,32957,7632.0,LAX,SKW3023,CRJ7,LAX,,D,LAX,,a9d413
1662077518.0,32958,1200.0,LAX,1200,,,SMO,O,,SMO,a026df
1662077550.0,32959,3347.0,LAX,FDX3951,B763,,LAX,A,,LAX,a08e46
1662077563.0,32960,261.0,LAX,N685TL,SR22,,SMO,O,,SMO,a9177e
1662079381.0,32963,4604.0,LAX,ASA541,A21N,,,,,,acc774
1662079449.0,32964,1335.0,LAX,SKW3344,E75L,,,,,,
1662079494.0,32965,7675.0,LAX,SWA1679,B737,,,,,,
1662079506.0,32966,2074.0,LAX,KLM604,B772,,,,,,484368
1662079525.0,32967,1065.0,LAX,BAW28F,B77W,,,,,,407992
1662079551.0,32968,1065.0,LAX,BAW28F,B77W,,,,,,407992
1662079561.0,32969,1335.0,LAX,SKW3344,E75L,,,,,,
1662079612.0,32970,1065.0,ASR9,BAW28F,B77W,,,,,,407992
1662079632.0,32971,,LAX,UNKN,,,,,,,407992
1662077366.0,32972,6773.0,MODE_S,FBU730,A359,,LAX,A,,LAX,39c498
1662077447.0,32973,1340.0,LAX,SWA1412,B737,LAX,,D,LAX,,a5d965
1662077448.0,32974,3157.0,LAX,SKW3395,E75L,,LAX,A,,LAX,a4ae48
1662077515.0,32975,6216.0,SMRADSB,DAL1041,A320,,LAX,A,,LAX,a44031
1662077595.0,32976,6656.0,LAX,ASA589,A320,,LAX,A,,LAX,ab81b5
1662077596.0,32977,7305.0,LAX,SKW952P,E75L,LAX,,D,LAX,,a4bd24
1662077662.0,32978,1650.0,LAX,FDX388,B763,,LAX,A,,LAX,a12ff9
1662077686.0,32979,3250.0,LAX,SWA651,B737,,LAX,A,,LAX,ad2ce1
1662077807.0,32980,1200.0,LAX,UNKN,,HHR,HHR,O,HHR,HHR,a1d2cc
1662077819.0,32981,4660.0,LAX,NKS3912,A20N,,LAX,A,,LAX,ad24a8
1662077879.0,32982,1200.0,LAX,1200,,SMO,,O,SMO,,aa5371
1662079770.0,32983,7351.0,LAX,DAL2626,A321,,,,,,a3d039
1662079940.0,32984,7206.0,MODE_S,NKS128,A20N,,,,,,acf5bb
1662080023.0,32985,,LAX,UNKN,,,,,,,acf5bb
1662076381.0,32986,7223.0,LAX,UAE37V,A388,LAX,,D,LAX,,896473
1662077124.0,32987,2437.0,SMR,DAL772,BCS3,,LAX,A,,LAX,a33243
1662077661.0,32988,,LAX,O03,,LAX,LAX,I,LAX,LAX,a54cac
1662077673.0,32989,6711.0,LAX,UAL923,B789,LAX,,D,LAX,,a596b1
1662077738.0,32990,1067.0,LAX,AAY763,A319,LAX,,D,LAX,,a35e5b
1662077771.0,32991,7344.0,MODE_S,AAY771,A319,,LAX,A,,LAX,a3b4c7
1662077788.0,32992,5755.0,LAX,AAL1331,A321,LAX,,D,LAX,,acd296
1662077861.0,32993,6354.0,LAX,SKW3434,E75L,,LAX,A,,LAX,a149c1
1662077899.0,32994,7306.0,LAX,SKW6315,E75L,LAX,,D,LAX,,a68485
1662077979.0,32995,3615.0,LAX,SKW3287,CRJ7,,LAX,A,,LAX,a84a7b
1662078007.0,32996,3163.0,LAX,SKW5774,CRJ7,,LAX,A,,LAX,aabd56
1662078016.0,32997,1201.0,LAX,1201,,,,,,,a4190f
1662078125.0,32998,2715.0,LAX,UAL1221,B738,,LAX,A,,LAX,a9d5e7
1662078229.0,32999,605.0,LAX,UAL1448,B753,,LAX,A,,LAX,aa3ae4
1662078229.0,33000,1200.0,LAX,1200,,HHR,,O,HHR,,a1d2cc
1662078310.0,33001,254.0,ADSB,N6825U,M20P,,SMO,O,,SMO,a90dbf
1662078356.0,33002,5710.0,LAX,SKW3765,E75L,LAX,,D,LAX,,a2845b
1662078471.0,33004,2011.0,LAX,SKW3769,E75L,LAX,,D,LAX,,a32fd5
1662080019.0,33006,4737.0,MODE_S,SWA1063,B738,,,,,,abc7a3
1662080034.0,33007,,LAX,UNKN,,,,,,,acf5bb
1662080039.0,33008,7206.0,ASR9,NKS128,A20N,,,,,,
1662080089.0,33009,4737.0,MODE_S,SWA1063,B738,,,,,,abc7a3
1662080142.0,33010,4737.0,ASR9,SWA1063,B738,,,,,,abc7a3
1662080194.0,33011,1070.0,LAX,UAL1617,B739,,,,,,a8d4b0
1662080251.0,33012,1070.0,LAX,UAL1617,B739,,,,,,a8d4b0
1662080294.0,33013,4601.0,MODE_S,JBU1080,A320,,,,,,a86605
1662080321.0,33014,4601.0,LAX,JBU1080,A320,,,,,,a86605
1662080373.0,33015,6003.0,LAX,SKW3369,E75L,,,,,,
1662080387.0,33016,4601.0,LAX,JBU1080,A320,,,,,,a86605
1662077169.0,33017,3553.0,LAX,DAL896,B738,,LAX,A,,LAX,a44cca
1662077772.0,33018,4604.0,LAX,ASA541,A21N,LAX,,D,LAX,,acc774
1662077913.0,33019,4155.0,LAX,DAL1221,A321,,LAX,A,,LAX,a379cd
1662078172.0,33020,1201.0,LAX,1201,,,,,,,a9eeb8
1662078204.0,33021,1201.0,LAX,1201,,,HHR,O,,HHR,a9a28c
1662078270.0,33022,5666.0,LAX,SKW6256,E75L,,LAX,A,,LAX,a66a84
1662078394.0,33023,1774.0,LAX,THY9,B77W,,LAX,A,,LAX,4bb14a
1662078504.0,33024,6246.0,LAX,FDX3161,B763,,LAX,A,,LAX,a2a6fe
1662078820.0,33025,5702.0,LAX,N334AM,PC12,SMO,,O,SMO,,a3a4b7
1662078836.0,33026,4741.0,MODE_SADSB,N72NG,B350,,LAX,A,,LAX,a9a266
1662078840.0,33027,1201.0,LAX,1201,,,,O,HHR,,ab0ae5
1662078875.0,33028,1200.0,ADSB,1200,,SMO,,O,SMO,,a9b3fb
1662078887.0,33029,4647.0,LAX,N404CA,P28A,,HHR,O,,HHR,a4bbb0
1662080565.0,33030,1347.0,LAX,DAL2752,BCS1,,,,,,
1662080617.0,33031,1347.0,ASR9,DAL2752,BCS1,,,,,,a0311d
1662080629.0,33032,7367.0,LAX,ASA1135,B739,,,,,,
1662080747.0,33033,7367.0,LAX,ASA1135,B739,,,,,,
1662080834.0,33034,2076.0,ASR9,N442EG,SR22,,,,,,
1662078333.0,33035,1065.0,LAX,BAW28F,B77W,LAX,,D,LAX,,407992
1662078375.0,33036,2074.0,LAX,KLM604,B772,LAX,,D,LAX,,484368
1662078579.0,33037,6750.0,LAX,JBU536,A320,LAX,,D,LAX,,a8bc71
1662079024.0,33038,1200.0,LAX,1200,,,HHR,O,,HHR,ac6628
1662079143.0,33039,,ADSB,O01,,LAX,LAX,I,LAX,LAX,a839bb
1662079167.0,33040,4603.0,LAX,N2902S,P28A,SMO,,O,SMO,,a2f829
1662079200.0,33041,5153.0,LAX,N116FR,P28R,,SMO,O,,SMO,a0430a
1662079267.0,33042,4702.0,LAX,N683WA,BE20,SMO,,O,SMO,,a91051
1662081002.0,33043,2076.0,LAX,N442EG,SR22,,,,,,
1662081066.0,33044,6736.0,LAX,AAL1029,A321,,,,,,a6e89f
1662081108.0,33045,4713.0,ASR9,AAL739,A321,,,,,,adeca5
1662081134.0,33046,6736.0,ASR9,AAL1029,A321,,,,,,
1662081144.0,33047,4713.0,LAX,AAL739,A321,,,,,,adeca5
1662081174.0,33048,1302.0,LAX,NKS2901,A320,,,,,,a84dce
1662081204.0,33049,4713.0,MODE_S,AAL739,A321,,,,,,adeca5
1662077821.0,33050,4737.0,LAX,SWA1063,B738,LAX,,D,LAX,,abc7a3
1662078611.0,33051,3171.0,LAX,UAL2095,B772,,LAX,A,,LAX,a1e2c4
1662078754.0,33052,3745.0,LAX,SKW5844,CRJ2,,LAX,A,,LAX,a58654
1662078767.0,33053,6775.0,LAX,DAL1224,BCS1,LAX,,D,LAX,,a04e00
1662078768.0,33054,2051.0,LAX,UAL1170,B772,LAX,,D,LAX,,a1befc
1662078819.0,33055,6747.0,LAX,ABX105,B763,LAX,,D,LAX,,a48307
1662078842.0,33056,2425.0,LAX,DAL2159,A320,LAX,,D,LAX,,a34294
1662078920.0,33057,2071.0,LAX,AAL285,A21N,LAX,,D,LAX,,a5012d
1662079005.0,33058,1001.0,LAX,CCA602,B789,LAX,,D,LAX,,78100b
1662079006.0,33059,7351.0,LAX,DAL2626,A321,LAX,,D,LAX,,a3d039
1662079065.0,33060,1076.0,LAX,CKS363,B744,,LAX,A,,LAX,a983b7
1662079118.0,33061,252.0,LAX,N865PB,HELO,,,,,,abe2b1
1662079158.0,33062,7206.0,LAX,NKS128,A20N,LAX,,D,LAX,,acf5bb
1662079183.0,33063,233.0,LAX,N174GF,C172,,TOA,O,,TOA,a128a5
1662079253.0,33064,1573.0,LAX,SKW5341,CRJ2,,LAX,A,,LAX,ac9850
1662079350.0,33065,4646.0,LAX,N317BT,C172,,,,,,a360fd
1662079382.0,33066,1017.0,LAX,NKS504,A319,LAX,,D,LAX,,a6c436
1662079390.0,33067,1200.0,ADSB,1200,,,HHR,O,,HHR,a8a94f
1662079399.0,33068,4354.0,LAX,ASA250,B739,,LAX,A,,LAX,a340d2
1662079400.0,33069,1345.0,LAX,SKW6272,E75L,LAX,,D,LAX,,a66e3b
1662079472.0,33070,1070.0,LAX,UAL1617,B739,LAX,,D,LAX,,a8d4b0
1662079492.0,33071,3614.0,LAX,UAL1434,A320,,LAX,A,,LAX,a5adf1
1662079505.0,33072,2075.0,LAX,SWA1220,B38M,LAX,,D,LAX,,ac13d6
1662079531.0,33073,2025.0,LAX,SKW3637,E75L,LAX,,D,LAX,,a2e5ec
1662079627.0,33074,1201.0,LAX,UNKN,,,,,,,abd429
1662079652.0,33075,521.0,LAX,N252AG,E55P,,HHR,O,,HHR,a25ef3
1662079913.0,33076,3772.0,LAX,N282MW,C208,,HHR,O,,HHR,a2d691
1662081224.0,33077,1302.0,ASR9,NKS2901,A320,,,,,,a84dce
1662081243.0,33078,4713.0,LAX,AAL739,A321,,,,,,
1662081279.0,33079,2007.0,LAX,SCX426,B738,,,,,,ab415e
1662081348.0,33080,2007.0,ASR9,SCX426,B738,,,,,,ab415e
1662081718.0,33081,7742.0,LAX,SKW923V,E75L,,,,,,
1662077579.0,33082,4601.0,LAX,JBU1080,A320,LAX,,D,LAX,,a86605
1662077612.0,33083,4721.0,LAX,DAL967,BCS1,LAX,,D,LAX,,a03b6d
1662079236.0,33084,1334.0,LAX,SKW921L,E75L,LAX,,D,LAX,,a1311e
1662079461.0,33085,6742.0,LAX,DAL664,B739,LAX,,D,LAX,,ab83e8
1662079497.0,33086,3656.0,LAX,SKW5432,CRJ2,,LAX,A,,LAX,ad08bd
1662079687.0,33087,2666.0,LAX,UAL751,B752,,LAX,A,,LAX,a77c11
1662079691.0,33088,2000.0,LAX,LAN131,ACFT,LAX,LAX,I,LAX,LAX,e8040b
1662079745.0,33089,3705.0,LAX,SWA629,B738,,LAX,A,,LAX,abdd4a
1662079812.0,33090,2624.0,LAX,SKW5117,CRJ2,,LAX,A,,LAX,ada6b9
1662079847.0,33091,2000.0,MODE_SADSB,AAR412,ACFT,LAX,LAX,I,LAX,LAX,71c362
1662079867.0,33092,2040.0,LAX,VOI913,A320,LAX,,D,LAX,,0d09bd
1662079904.0,33093,2613.0,LAX,AAL1454,A321,,LAX,A,,LAX,ace5bc
1662079960.0,33094,1200.0,LAX,1200,,HHR,,O,HHR,,a081bf
1662079934.75,33095,,SMRADSB,B08,,LAX,LAX,I,LAX,LAX,a55f3f
1662079976.0,33096,2707.0,LAX,SWA2334,B738,,LAX,A,,LAX,abae62
1662079979.0,33097,7204.0,LAX,DAL720,BCS3,LAX,,D,LAX,,a33d68
1662080004.0,33098,1200.0,LAX,1200,,,HHR,O,,HHR,a1d2cc
1662080056.0,33099,2036.0,LAX,ASA532,A320,LAX,,D,LAX,,a411df
1662080051.75,33100,,LAX,UNKN,,LAX,LAX,I,LAX,LAX,
1662080128.0,33101,4746.0,LAX,N724TT,SR22,SMO,,O,SMO,,a9b423
1662080154.0,33102,4676.0,LAX,N555DH,C525,,LAX,A,,LAX,a71251
1662080197.0,33103,267.0,LAX,N5PB,,,CPM,O,,CPM,abe2b1
1662080365.0,33104,4672.0,LAX,N404CA,P28A,HHR,,O,HHR,,a4bbb0
1662080393.0,33105,275.0,LAX,N777VP,P28A,SMO,,O,SMO,,aa84f1
1662081777.0,33106,7742.0,LAX,SKW923V,E75L,,,,,,a1388c
1662081857.0,33107,7724.0,LAX,ASA1223,A320,,,,,,
1662081973.0,33108,7724.0,ASR9,ASA1223,A320,,,,,,
1662082134.0,33109,1074.0,LAX,SWA446,B737,,,,,,
1662082326.0,33110,7247.0,LAX,SWA401,B738,,,,,,
1662078840.0,33111,1043.0,LAX,NKS591,A320,LAX,,D,LAX,,a7e62d
1662079341.0,33112,4713.0,LAX,AAL739,A321,LAX,,D,LAX,,adeca5
1662079574.0,33113,7743.0,LAX,CES7272,B77W,LAX,,D,LAX,,780d9e
1662079848.0,33114,1665.0,LAX,SKW5578,CRJ2,,LAX,A,,LAX,a53ec4
1662080002.0,33115,2364.0,LAX,AVA084,B788,,LAX,A,,LAX,aa909a
1662080087.0,33116,1734.0,MODE_SADSB,SKW6322,E75L,,LAX,A,,LAX,a68a95
1662080110.0,33117,6736.0,LAX,AAL1029,A321,LAX,,D,LAX,,a6e89f
1662080246.0,33118,3413.0,SMR,AAL341,A321,,LAX,A,,LAX,a01112
1662080270.0,33120,2076.0,LAX,N442EG,SR22,,,,,,a55276
1662080323.0,33121,4612.0,LAX,N595TG,GLF6,LAX,,D,LAX,,a7b1aa
1662080383.0,33122,1350.0,LAX,SWA314,B737,LAX,,D,LAX,,ad2ce1
1662080474.0,33123,1200.0,ADSB,1200,,HHR,,O,HHR,,a6db9c
1662080522.0,33124,,ADSB,UAST8,,LAX,LAX,I,LAX,LAX,ad38d8
1662082483.0,33125,1344.0,ASR9,UAL1925,B738,,,,,,a3a0cc
1662082523.0,33126,1344.0,LAX,UAL1925,B738,,,,,,a3a0cc
1662082581.0,33127,1344.0,LAX,UAL1925,B738,,,,,,a3a0cc
1662082605.0,33128,1344.0,LAX,UAL1925,B738,,,,,,a3a0cc
1662082629.0,33129,1344.0,LAX,UAL1925,B738,,,,,,
1662079619.0,33130,3702.0,SMR,SWA2988,B737,,LAX,A,,LAX,ad5460
1662080116.0,33131,1021.0,LAX,ACA573,BCS3,LAX,,D,LAX,,c06724
1662080213.0,33132,6263.0,LAX,SWA2120,B738,,LAX,A,,LAX,abd90c
1662080305.0,33133,2007.0,LAX,SCX426,B738,LAX,,D,LAX,,ab415e
1662080338.0,33134,1047.0,LAX,UAL244,A320,,LAX,A,,LAX,a4cfd3
1662080437.0,33135,4565.0,SMR,DAL1856,B738,,LAX,A,,LAX,a44e1c
1662080461.0,33136,1363.0,LAX,DAL448,B752,LAX,,D,LAX,,a6e4e4
1662080727.0,33137,2467.0,LAX,DAL443,B739,LAX,,D,LAX,,ac382e
1662080770.0,33138,3320.0,SMRADSB,UAL2038,B772,,LAX,A,,LAX,a1a2a2
1662080815.0,33139,,LAX,O870,,LAX,LAX,I,LAX,LAX,a82728
1662080825.0,33140,7370.0,LAX,DAL477,A321,LAX,,D,LAX,,a4795a
1662080891.0,33141,4644.0,SMRADSB,LN747CP,LJ35,,LAX,A,,LAX,aa0ccb
1662082752.0,33142,3663.0,LAX,SKW3383,E75L,,,,,,
1662082764.0,33143,7356.0,LAX,IBE6170,A332,,,,,,345109
1662082793.0,33144,7356.0,LAX,IBE6170,A332,,,,,,345109
1662082852.0,33145,7356.0,LAX,IBE6170,A332,,,,,,345109
1662078774.0,33146,2033.0,LAX,SWA1509,B737,LAX,,D,LAX,,aaa595
1662080316.0,33147,6051.0,SMR,SKW3399,E75L,,LAX,A,,LAX,a4e0ec
1662080567.0,33148,3301.0,LAX,CKS361,B744,,LAX,A,,LAX,a95fef
1662080569.0,33149,3761.0,SMRMODE_S,SKW5269,E75L,,LAX,A,,LAX,a09e47
1662080994.0,33150,6075.0,LAX,SKW4080,E75L,,LAX,A,,LAX,a2fad8
1662081040.0,33151,2644.0,LAX,ASA343,B739,,LAX,A,,LAX,a2b1ab
1662081117.0,33152,3364.0,SMRADSB,SKW3755,E75L,,LAX,A,,LAX,a2f111
1662081127.0,33153,2607.0,LAX,AAL650,A319,,LAX,A,,LAX,ab6394
1662081213.0,33154,1200.0,LAX,1200,,,,,,,a3a9ab
1662081282.0,33155,215.0,LAX,N282MW,C208,HHR,,O,HHR,,a2d691
1662081411.0,33156,1200.0,LAX,1200,,SMO,,O,SMO,,ac72ed
1662083130.0,33157,7242.0,ASR9,7242,,,,,,,
1662083264.0,33158,2061.0,LAX,AFR069,B77W,,,,,,394a15
1662083277.0,33159,2061.0,LAX,AFR069,B77W,,,,,,394a15
1662080400.0,33160,726.0,LAX,IBE2623,A332,,LAX,A,,LAX,34718e
1662080878.0,33161,2160.0,SMR,AAL884,A21N,,LAX,A,,LAX,a50e3f
1662081002.0,33162,6703.0,LAX,SKW3430,E75L,LAX,,D,LAX,,a149c1
1662081049.0,33163,6725.0,LAX,DAL1101,B739,LAX,,D,LAX,,ace60c
1662081148.0,33164,,LAX,O69,,LAX,LAX,I,LAX,LAX,a82371
1662081234.0,33165,4666.0,LAX,SKW3322,E75L,,LAX,A,,LAX,a524c5
1662081285.0,33166,3232.0,LAX,CCA655,B77W,,LAX,A,,LAX,780c9e
1662081551.0,33168,4743.0,LAX,N363SP,C172,,,,,,a4190f
1662081721.0,33172,1200.0,LAX,1200,,,,,,,aa5371
1662083338.0,33174,2061.0,LAX,AFR069,B77W,,,,,,394a15
1662083343.0,33175,4661.0,LAX,N444LR,BE9L,,,,,,
1662081009.0,33176,6765.0,LAX,HAL9,A332,LAX,,D,LAX,,a47d69
1662081362.0,33177,1016.0,LAX,ACA559,B38M,LAX,,D,LAX,,c0501e
1662081382.0,33178,32.0,MODE_S,DAL21,ACFT,LAX,LAX,I,LAX,LAX,a120f3
1662081425.0,33179,1366.0,LAX,AAL2119,A319,LAX,,D,LAX,,ab184d
1662081433.0,33180,1200.0,ADSB,1200,,SMO,,O,SMO,,a3a9ab
1662081438.0,33181,505.0,LAX,DAL978,B739,,LAX,A,,LAX,ab2b23
1662081440.0,33182,6603.0,LAX,SKW5277,E75L,,LAX,A,,LAX,a018ee
1662081568.0,33183,6673.0,LAX,NKS502,A320,,LAX,A,,LAX,a92fa3
1662081721.0,33184,1344.0,LAX,UAL1925,B738,LAX,,D,LAX,,a3a0cc
1662081729.0,33185,2651.0,SMRADSB,SKW3534,E75L,,LAX,A,,LAX,a2f721
1662081755.0,33186,,SMRADSB,B03,,LAX,LAX,I,LAX,LAX,ac5288
1662081829.0,33187,2671.0,LAX,SWA1254,B737,,LAX,A,,LAX,a53f20
1662081837.0,33188,1312.0,LAX,QFA93,B789,,LAX,A,,LAX,7c806d
1662082056.0,33190,744.0,LAX,WSN92,J328,,HHR,O,,HHR,a17153
1662083447.0,33191,4665.0,LAX,N445HP,BE36,,,,,,
1662083722.0,33192,6753.0,ASR9,6753,,,,,,,
1662083812.0,33193,7641.0,LAX,AAL134,B77W,,,,,,a9d286
1662083840.0,33194,7641.0,LAX,AAL134,B77W,,,,,,a9d286
1662083882.0,33195,7641.0,LAX,AAL134,B77W,,,,,,a9d286
1662083905.0,33196,7641.0,LAX,AAL134,B77W,,,,,,a9d286
1662083917.0,33197,2422.0,ASR9,DAL799,B738,,,,,,a44cca
1662083963.0,33198,2422.0,LAX,DAL799,B738,,,,,,a44cca
1662083978.0,33199,7643.0,LAX,ASA583,A320,,,,,,a855e2
1662084016.0,33200,,LAX,UNKN,,,,,,,a44cca
1662084052.0,33201,,LAX,UNKN,,,,,,,a855e2
1662084058.0,33202,2422.0,ASR9,DAL799,B738,,,,,,
1662084091.0,33203,,LAX,UNKN,,,,,,,aabd56
1662084105.0,33204,7643.0,LAX,ASA583,A320,,,,,,
1662084153.0,33205,5707.0,LAX,SKW5744,CRJ7,,,,,,aabd56
1662081117.0,33206,7356.0,LAX,IBE6170,A332,LAX,,D,LAX,,345109
1662081775.0,33207,7352.0,LAX,AMX783,B738,LAX,,D,LAX,,a42a14
1662081940.0,33208,3325.0,LAX,DAL335,A321,,LAX,A,,LAX,a0669d
1662082005.0,33209,7441.0,LAX,SKW3303,E75L,,LAX,A,,LAX,a1801c
1662082029.0,33210,3625.0,LAX,SKW3537,E75S,,LAX,A,,LAX,a7d2ae
1662082120.0,33211,1201.0,LAX,1201,,,,,,,a34b93
1662082280.0,33212,1370.0,LAX,SKW6247,E75L,LAX,,D,LAX,,a66a84
1662082321.0,33213,2471.0,LAX,DAL773,BCS3,LAX,,D,LAX,,a33243
1662082330.0,33214,6342.0,SMR,SWA2821,B737,,LAX,A,,LAX,ad61de
1662082415.0,33215,4652.0,LAX,N442CA,P28A,,,,,,a5523e
1662084202.0,33218,5707.0,LAX,SKW5744,CRJ7,,,,,,
1662084212.0,33219,4754.0,ASR9,NKS3913,A20N,,,,,,ad24a8
1662084265.0,33220,4754.0,LAX,NKS3913,A20N,,,,,,ad24a8
1662084298.0,33221,4754.0,LAX,NKS3913,A20N,,,,,,ad24a8
1662084324.0,33222,7767.0,LAX,SWA2988,B737,,,,,,ad5460
1662084373.0,33223,7767.0,LAX,SWA2988,B737,,,,,,ad5460
1662084425.0,33224,7767.0,ASR9,SWA2988,B737,,,,,,ad5460
1662084436.0,33225,,MODE_S,UNKN,,,,,,,ad5460
1662081850.0,33226,2061.0,LAX,AFR069,B77W,LAX,,D,LAX,,394a15
1662082120.0,33227,1132.0,LAX,DAL563,B763,,LAX,A,,LAX,a13386
1662082138.0,33228,2001.0,LAX,DAL383,A359,,LAX,A,,LAX,a6745a
1662082161.0,33229,7337.0,LAX,AAL297,A21N,LAX,,D,LAX,,a4f59c
1662082218.0,33230,6537.0,SMR,AAL374,B788,,LAX,A,,LAX,ab0d15
1662082411.0,33231,7373.0,LAX,AFR079,B772,,LAX,A,,LAX,3949ed
1662082517.0,33232,3472.0,LAX,NKS867,A320,,LAX,A,,LAX,a86061
1662082587.0,33233,7655.0,LAX,DAL661,A320,LAX,,D,LAX,,a44031
1662082622.0,33234,2014.0,LAX,AAL453,A321,,LAX,A,,LAX,a149f1
1662082728.0,33235,4752.0,LAX,N450CA,P28A,,,,,,a5724f
1662082403.0,33238,7272.0,LAX,VIR142,B789,LAX,,D,LAX,,406c39
1662082424.0,33239,3040.0,LAX,NKS267,A20N,,LAX,A,,LAX,acb1e2
1662082519.0,33240,7303.0,LAX,AAL205,A21N,LAX,,D,LAX,,a5232b
1662082597.0,33241,1200.0,LAX,1200,,,,,,,a9656c
1662082644.0,33242,2002.0,LAX,DAL519,B752,,LAX,A,,LAX,a9bf4b
1662082880.0,33243,7215.0,LAX,SKW3061,CRJ7,LAX,,D,LAX,,a84a7b
1662082955.0,33244,1200.0,ADSB,1200,,,HHR,O,,HHR,abef26
1662083058.0,33245,1200.0,LAX,1200,,,HHR,O,,HHR,ab271c
1662083271.0,33246,,MODE_S,O01,,LAX,LAX,I,LAX,LAX,a839bb
1662084892.0,33247,2047.0,LAX,DAL1024,A321,,,,,,a379cd
1662085024.0,33248,2021.0,LAX,2021,,,,,,,
1662082294.0,33249,6547.0,LAX,UAL440,B738,,LAX,A,,LAX,a28947
1662082540.0,33250,1703.0,LAX,KAI77,C25B,,LAX,A,,LAX,a4e806
1662082545.0,33251,7641.0,LAX,AAL134,B77W,LAX,,D,LAX,,a9d286
1662083081.0,33252,3704.0,SMRADSB,SKW3308,E75L,,LAX,A,,LAX,a4d97e
1662083139.0,33253,7321.0,LAX,SKW3474,E75L,LAX,,D,LAX,,a4ae48
1662083314.0,33254,3257.0,LAX,N7XE,C525,,LAX,A,,LAX,a951ee
1662083326.0,33255,227.0,LAX,N796SP,C172,SMO,,O,SMO,,aacfed
1662083488.0,33259,1613.0,LAX,N99AZ,EA50,,HHR,O,,HHR,add062
1662085135.0,33261,1337.0,LAX,SWA2633,B738,,,,,,
1662085243.0,33262,1337.0,LAX,SWA2633,B738,,,,,,
1662082403.0,33263,7222.0,LAX,QTR72G,A35K,LAX,,D,LAX,,06a12a
