,lKey,cKey,StartDate,StartTime,tMidnightSecs,tStartSecs,tStopSecs,tStart,tStop,Duration,Msn,AcId,AcType,PC,WC,Bcn,OT,Airline,CT,Orig,EstOrig,TOFRwy,Dest,EstDest,LNDRwy,ATAThdArr,tON,FacName,equipList,pKey
891,33148,LAX+ASDEX_20220701_162705_33148,07/01/2022,16:13:52,1656633600.0,1656692032.0,1656692825.0,58432.0,59225.0,793.0,38947,SWA2784,B38M,J,L,1501,A,SWA,AC,,,,LAX,LAX,25L,58551.0,58561.0,LAX,F/,33148_SWA2784
892,33149,LAX+ASDEX_20220701_162941_33149,07/01/2022,16:14:05,1656633600.0,1656692045.0,1656692981.0,58445.0,59381.0,936.0,38948,PAL112,A359,J,H,1446,A,PAL,AC,,,,LAX,LAX,24R,58605.0,58629.0,LAX,B/,33149_PAL112
893,33154,LAX+ASDEX_20220701_162748_33154,07/01/2022,16:16:27,1656633600.0,1656692187.0,1656692868.125,58587.0,59268.125,681.125,38953,SWA2836,B738,J,L,3736,A,SWA,AC,,,,LAX,LAX,,-9999999.0,-9999999.0,LAX,F/,33154_SWA2836
894,33155,LAX+ASDEX_20220701_162741_33155,07/01/2022,16:16:46,1656633600.0,1656692206.0,1656692861.0,58606.0,59261.0,655.0,38954,UAL1575,B738,J,L,2734,A,UAL,AC,,,,LAX,LAX,25R,58717.0,-9999999.0,LAX,F/,33155_UAL1575
895,33158,LAX+ASDEX_20220701_163147_33158,07/01/2022,16:18:29,1656633600.0,1656692309.0,1656693107.0,58709.0,59507.0,798.0,38957,UAL1093,B738,J,L,636,A,UAL,AC,,,,LAX,LAX,24L,58955.0,-9999999.0,LAX,F/,33158_UAL1093
896,33163,LAX+ASDEX_20220701_163104_33163,07/01/2022,16:22:49,1656633600.0,1656692569.0,1656693064.0,58969.0,59464.0,495.0,38963,SWA1636,B737,J,L,2273,A,SWA,AC,,,,LAX,LAX,24R,59121.0,59138.0,SMR,F/,33163_SWA1636
897,33166,LAX+ASDEX_20220701_163501_33166,07/01/2022,16:25:04,1656633600.0,1656692704.0,1656693301.0,59104.0,59701.0,597.0,38966,SKW3781,E75L,J,L,2653,A,SKW,AC,,,,LAX,LAX,25L,59243.0,59249.0,SMR,G/,33166_SKW3781
898,33179,LAX+ASDEX_20220701_163840_33179,07/01/2022,16:33:05,1656633600.0,1656693185.0,1656693520.0,59585.0,59920.0,335.0,38979,AAL2455,A321,J,L,507,A,AAL,AC,,,,LAX,LAX,25L,59716.0,59741.0,SMRMODE_SADSB,F/,33179_AAL2455
899,33184,LAX+ASDEX_20220701_164023_33184,07/01/2022,16:22:04,1656633600.0,1656692524.0,1656693623.0,58924.0,60023.0,1099.0,38984,AAL1393,A320,J,L,1661,A,AAL,AC,,,,LAX,LAX,25L,59010.0,59033.0,LAX,F/,33184_AAL1393
900,33185,LAX+ASDEX_20220701_164218_33185,07/01/2022,16:25:36,1656633600.0,1656692736.0,1656693738.0,59136.0,60138.0,1002.0,38985,JBU123,A21N,J,L,1603,A,JBU,AC,,,,LAX,LAX,24R,59295.0,59316.0,LAX,F/,33185_JBU123
901,33186,LAX+ASDEX_20220701_164105_33186,07/01/2022,16:27:10,1656633600.0,1656692830.0,1656693665.0,59230.0,60065.0,835.0,38986,SWA3041,B737,J,L,3133,A,SWA,AC,,,,LAX,LAX,25L,59356.0,59373.0,LAX,F/,33186_SWA3041
902,33187,LAX+ASDEX_20220701_164121_33187,07/01/2022,16:27:32,1656633600.0,1656692852.0,1656693681.0,59252.0,60081.0,829.0,38987,SKW6245,E75L,J,L,3536,A,SKW,AC,,,,LAX,LAX,24R,59405.0,59413.0,LAX,G/,33187_SKW6245
903,33188,LAX+ASDEX_20220701_164059_33188,07/01/2022,16:29:19,1656633600.0,1656692959.0,1656693659.0,59359.0,60059.0,700.0,38988,JBU67,A320,J,L,3464,A,JBU,AC,,,,LAX,LAX,25L,59487.0,59512.0,LAX,F/,33188_JBU67
904,33189,LAX+ASDEX_20220701_164443_33189,07/01/2022,16:31:15,1656633600.0,1656693075.0,1656693883.0,59475.0,60283.0,808.0,38989,SKW6246,E75L,J,L,2223,A,SKW,AC,,,,LAX,LAX,25L,59610.0,59616.0,LAX,G/,33189_SKW6246
905,33201,LAX+ASDEX_20220701_164631_33201,07/01/2022,16:31:31,1656633600.0,1656693091.0,1656693991.0,59491.0,60391.0,900.0,39001,N1220W,C25A,J,L,4773,A,GA.N,GA,,,,LAX,LAX,24R,59644.0,59651.0,MODE_SADSB,I/,33201_N1220W
906,33204,LAX+ASDEX_20220701_164922_33204,07/01/2022,16:37:59,1656633600.0,1656693479.0,1656694162.0,59879.0,60562.0,683.0,39004,GTI4546,B744,J,H,7652,A,GTI,AC,,,,LAX,LAX,25L,59995.0,60025.0,LAX,B/,33204_GTI4546
907,33220,LAX+ASDEX_20220701_165121_33220,07/01/2022,16:40:51,1656633600.0,1656693651.0,1656694281.0,60051.0,60681.0,630.0,39020,DAL345,A321,J,L,2074,A,DAL,AC,,,,LAX,LAX,24R,60197.0,60222.0,SMRADSB,F/,33220_DAL345
908,33221,LAX+ASDEX_20220701_165112_33221,07/01/2022,16:41:48,1656633600.0,1656693708.0,1656694272.0,60108.0,60672.0,564.0,39021,VOI662,A20N,J,L,1034,A,VOI,AC,,,,LAX,LAX,25L,60262.0,60285.0,LAX,F/,33221_VOI662
909,33223,LAX+ASDEX_20220701_165335_33223,07/01/2022,16:43:10,1656633600.0,1656693790.0,1656694415.0,60190.0,60815.0,625.0,39023,SKW5247,CRJ2,J,L,2417,A,SKW,AC,,,,LAX,LAX,24R,60350.0,60372.0,SMRADSB,G/,33223_SKW5247
910,33224,LAX+ASDEX_20220701_165316_33224,07/01/2022,16:45:00,1656633600.0,1656693900.0,1656694396.0,60300.0,60796.0,496.0,39024,SCX421,B738,J,L,1643,A,SCX,AC,,,,LAX,LAX,25L,60421.0,60446.0,LAX,F/,33224_SCX421
911,33228,LAX+ASDEX_20220701_165457_33228,07/01/2022,16:50:32,1656633600.0,1656694232.0,1656694497.0,60632.0,60897.0,265.0,39028,N800PZ,H25B,J,S,4751,A,GA.N,GA,,,,LAX,LAX,25L,60757.0,60777.0,LAX,H/,33228_N800PZ
912,33234,LAX+ASDEX_20220701_165554_33234,07/01/2022,16:46:22,1656633600.0,1656693982.0,1656694554.0,60382.0,60954.0,572.0,39034,AAL971,A21N,J,L,521,A,AAL,AC,,,,LAX,LAX,24R,60524.0,60544.0,LAX,F/,33234_AAL971
913,33235,LAX+ASDEX_20220701_165635_33235,07/01/2022,16:47:55,1656633600.0,1656694075.0,1656694595.0,60475.0,60995.0,520.0,39035,KYE4856,B744,J,H,4167,A,KYE,AT,,,,LAX,LAX,25L,60596.0,60622.0,LAX,B/,33235_KYE4856
914,33236,LAX+ASDEX_20220701_165656_33236,07/01/2022,16:48:33,1656633600.0,1656694113.0,1656694616.0,60513.0,61016.0,503.0,39036,SKW3634,E75L,J,L,1761,A,SKW,AC,,,,LAX,LAX,24R,60665.0,60672.0,LAX,G/,33236_SKW3634
915,33251,LAX+ASDEX_20220701_170436_33251,07/01/2022,16:52:29,1656633600.0,1656694349.0,1656695076.0,60749.0,61476.0,727.0,39052,AAL1,A321,J,L,1377,A,AAL,AC,,,,LAX,LAX,25L,60887.0,60912.0,LAX,F/,33251_AAL1
916,33252,LAX+ASDEX_20220701_170255_33252,07/01/2022,16:54:06,1656633600.0,1656694446.0,1656694975.0,60846.0,61375.0,529.0,39053,SWA203,B738,J,L,1102,A,SWA,AC,,,,LAX,LAX,25L,60968.0,60990.0,SMRADSB,F/,33252_SWA203
917,33254,LAX+ASDEX_20220701_170311_33254,07/01/2022,16:55:24,1656633600.0,1656694524.0,1656694991.0,60924.0,61391.0,467.0,39055,SKW3617,E75L,J,L,7260,A,SKW,AC,,,,LAX,LAX,24R,61088.0,61095.0,LAX,G/,33254_SKW3617
918,33268,LAX+ASDEX_20220701_170526_33268,07/01/2022,16:51:06,1656633600.0,1656694266.0,1656695126.0,60666.0,61526.0,860.0,39070,ASA433,B739,J,L,7354,A,ASA,AC,,,,LAX,LAX,24R,60796.0,60811.0,LAX,F/,33268_ASA433
919,33283,LAX+ASDEX_20220701_171055_33283,07/01/2022,16:57:09,1656633600.0,1656694629.0,1656695455.0,61029.0,61855.0,826.0,39085,AAR202,A359,J,H,1451,A,AAR,AC,,,,LAX,LAX,24R,61185.0,61204.0,LAX,B/,33283_AAR202
920,33284,LAX+ASDEX_20220701_170525_33284,07/01/2022,16:58:51,1656633600.0,1656694731.0,1656695125.0,61131.0,61525.0,394.0,39086,DAL2528,B753,J,F,5740,A,DAL,AC,,,,LAX,LAX,25L,61252.0,61278.0,SMR,E/,33284_DAL2528
921,33286,LAX+ASDEX_20220701_171354_33286,07/01/2022,17:04:38,1656633600.0,1656695078.0,1656695634.0,61478.0,62034.0,556.0,39088,AAL336,A21N,J,L,3562,A,AAL,AC,,,,LAX,LAX,25L,61751.0,-9999999.0,LAX,F/,33286_AAL336
922,33308,LAX+ASDEX_20220701_171941_33308,07/01/2022,17:12:12,1656633600.0,1656695532.0,1656695981.0,61932.0,62381.0,449.0,39111,JBU287,A321,J,L,3545,A,JBU,AC,,,,LAX,LAX,25L,62056.0,62082.0,LAX,F/,33308_JBU287
923,33312,LAX+ASDEX_20220701_172136_33312,07/01/2022,17:05:06,1656633600.0,1656695106.0,1656696096.0,61506.0,62496.0,990.0,39115,SKW3354,E75L,J,L,1756,A,SKW,AC,,,,LAX,LAX,24R,61744.0,-9999999.0,LAX,G/,33312_SKW3354
924,33317,LAX+ASDEX_20220701_172407_33317,07/01/2022,17:11:28,1656633600.0,1656695488.0,1656696247.0,61888.0,62647.0,759.0,39120,DAL681,B738,J,L,3546,A,DAL,AC,,,,LAX,LAX,24R,62031.0,62049.0,LAX,F/,33317_DAL681
925,33319,LAX+ASDEX_20220701_172100_33319,07/01/2022,17:13:43,1656633600.0,1656695623.0,1656696060.0,62023.0,62460.0,437.0,39122,THT8,B789,J,H,2674,A,THT,AC,,,,LAX,LAX,25L,62149.0,62175.0,LAX,B/,33319_THT8
926,33321,LAX+ASDEX_20220701_172442_33321,07/01/2022,17:15:58,1656633600.0,1656695758.0,1656696282.0,62158.0,62682.0,524.0,39124,NKS1072,A320,J,L,5634,A,NKS,AC,,,,LAX,LAX,25L,62293.0,62313.0,SMRADSB,F/,33321_NKS1072
927,33329,LAX+ASDEX_20220701_172517_33329,07/01/2022,17:09:49,1656633600.0,1656695389.0,1656696317.0,61789.0,62717.0,928.0,39133,DAL1057,B763,J,H,3011,A,DAL,AC,,,,LAX,LAX,24R,61930.0,61953.0,LAX,C/,33329_DAL1057
928,33330,LAX+ASDEX_20220701_172827_33330,07/01/2022,17:13:44,1656633600.0,1656695624.0,1656696507.0,62024.0,62907.0,883.0,39134,NKS1359,A20N,J,L,5616,A,NKS,AC,,,,LAX,LAX,24R,62187.0,62209.0,LAX,F/,33330_NKS1359
929,33332,LAX+ASDEX_20220701_172856_33332,07/01/2022,17:15:32,1656633600.0,1656695732.0,1656696536.0,62132.0,62936.0,804.0,39136,UAL1545,B738,J,L,6352,A,UAL,AC,,,,LAX,LAX,24R,62277.0,62300.0,LAX,F/,33332_UAL1545
930,33335,LAX+ASDEX_20220701_172621_33335,07/01/2022,17:16:42,1656633600.0,1656695802.0,1656696381.0,62202.0,62781.0,579.0,39139,LXJ354,E55P,J,S,3305,A,LXJ,AT,,,,LAX,LAX,25L,62623.0,62637.0,LAX,H/,33335_LXJ354
931,33336,LAX+ASDEX_20220701_172534_33336,07/01/2022,17:17:08,1656633600.0,1656695828.0,1656696334.0,62228.0,62734.0,506.0,39140,SKW3558,E75L,J,L,6611,A,SKW,AC,,,,LAX,LAX,24R,62382.0,62389.0,ADSB,G/,33336_SKW3558
932,33337,LAX+ASDEX_20220701_172550_33337,07/01/2022,17:17:37,1656633600.0,1656695857.0,1656696350.0,62257.0,62750.0,493.0,39141,ACA787,B789,J,H,2236,A,ACA,AC,,,,LAX,LAX,25L,62386.0,62408.0,SMRADSB,B/,33337_ACA787
933,33339,LAX+ASDEX_20220701_173149_33339,07/01/2022,17:19:00,1656633600.0,1656695940.0,1656696709.0,62340.0,63109.0,769.0,39143,SWA2361,B738,J,L,3772,A,SWA,AC,,,,LAX,LAX,24R,62482.0,62502.0,SMRADSB,F/,33339_SWA2361
934,33340,LAX+ASDEX_20220701_172605_33340,07/01/2022,17:19:30,1656633600.0,1656695970.0,1656696365.0,62370.0,62765.0,395.0,39144,MAA3941,A332,J,H,7314,A,MAA,AC,,,,LAX,LAX,25L,62510.0,62529.0,LAX,B/,33340_MAA3941
935,33350,LAX+ASDEX_20220701_173317_33350,07/01/2022,17:23:12,1656633600.0,1656696192.0,1656696797.0,62592.0,63197.0,605.0,39154,UAL1653,B739,J,L,6126,A,UAL,AC,,,,LAX,LAX,25L,62719.0,62737.0,LAX,F/,33350_UAL1653
936,33351,LAX+ASDEX_20220701_173226_33351,07/01/2022,17:24:08,1656633600.0,1656696248.0,1656696746.0,62648.0,63146.0,498.0,39155,DAL2629,B739,J,L,4731,A,DAL,AC,,,,LAX,LAX,24R,62787.0,62811.0,SMRADSB,F/,33351_DAL2629
937,33362,LAX+ASDEX_20220701_173557_33362,07/01/2022,17:26:56,1656633600.0,1656696416.0,1656696957.0,62816.0,63357.0,541.0,39169,UAL33,B789,J,H,1461,A,UAL,AC,,,,LAX,LAX,25L,62940.0,62967.0,LAX,B/,33362_UAL33
938,33371,LAX+ASDEX_20220701_174111_33371,07/01/2022,17:32:54,1656633600.0,1656696774.0,1656697271.0,63174.0,63671.0,497.0,39178,DAL747,B739,J,L,7404,A,DAL,AC,,,,LAX,LAX,25L,63297.0,63315.0,LAX,F/,33371_DAL747
939,33374,LAX+ASDEX_20220701_174447_33374,07/01/2022,17:35:08,1656633600.0,1656696908.0,1656697487.0,63308.0,63887.0,579.0,39181,UAL1553,B738,J,L,2464,A,UAL,AC,,,,LAX,LAX,25L,63436.0,63461.0,LAX,F/,33374_UAL1553
940,33381,LAX+ASDEX_20220701_174525_33381,07/01/2022,17:28:42,1656633600.0,1656696522.0,1656697525.0,62922.0,63925.0,1003.0,39189,SKW3402,E75L,J,L,3675,A,SKW,AC,,,,LAX,LAX,24R,63076.0,63081.0,LAX,G/,33381_SKW3402
941,33383,LAX+ASDEX_20220701_175056_33383,07/01/2022,17:33:05,1656633600.0,1656696785.0,1656697856.0,63185.0,64256.0,1071.0,39191,SKW3457,E75L,J,L,1655,A,SKW,AC,,,,LAX,LAX,24R,63343.0,63350.0,LAX,G/,33383_SKW3457
942,33384,LAX+ASDEX_20220701_174908_33384,07/01/2022,17:35:41,1656633600.0,1656696941.0,1656697748.0,63341.0,64148.0,807.0,39192,AAL1275,A21N,J,L,7365,A,AAL,AC,,,,LAX,LAX,24R,63494.0,63514.0,SMRADSB,F/,33384_AAL1275
943,33385,LAX+ASDEX_20220701_174831_33385,07/01/2022,17:37:19,1656633600.0,1656697039.0,1656697711.0,63439.0,64111.0,672.0,39193,DAL544,B739,J,L,3017,A,DAL,AC,,,,LAX,LAX,25L,63562.0,63586.0,LAX,F/,33385_DAL544
944,33388,LAX+ASDEX_20220701_174753_33388,07/01/2022,17:38:55,1656633600.0,1656697135.0,1656697673.0,63535.0,64073.0,538.0,39196,AMX646,B38M,J,L,2675,A,AMX,AC,,,,LAX,LAX,25L,63661.0,63678.0,LAX,F/,33388_AMX646
945,33389,LAX+ASDEX_20220701_174720_33389,07/01/2022,17:38:59,1656633600.0,1656697139.0,1656697640.0,63539.0,64040.0,501.0,39197,DAL313,B752,J,F,1443,A,DAL,AC,,,,LAX,LAX,24R,63692.0,63711.0,LAX,E/,33389_DAL313
946,33392,LAX+ASDEX_20220701_175006_33392,07/01/2022,17:40:48,1656633600.0,1656697248.0,1656697806.0,63648.0,64206.0,558.0,39200,JBU701,A321,J,L,2655,A,JBU,AC,,,,LAX,LAX,25L,63778.0,63801.0,LAX,F/,33392_JBU701
947,33398,LAX+ASDEX_20220701_175428_33398,07/01/2022,17:43:03,1656633600.0,1656697383.0,1656698068.0,63783.0,64468.0,685.0,39207,DAL2163,B752,J,F,2725,A,DAL,AC,,,,LAX,LAX,25L,63913.0,63936.0,LAX,E/,33398_DAL2163
948,33416,LAX+ASDEX_20220701_175706_33416,07/01/2022,17:41:27,1656633600.0,1656697287.0,1656698226.0,63687.0,64626.0,939.0,39226,UAL667,B772,J,H,6266,A,UAL,AC,,,,LAX,LAX,24R,63839.0,63864.0,LAX,B/,33416_UAL667
949,33418,LAX+ASDEX_20220701_175515_33418,07/01/2022,17:45:06,1656633600.0,1656697506.0,1656698115.0,63906.0,64515.0,609.0,39228,SWA610,B738,J,L,1757,A,SWA,AC,,,,LAX,LAX,24R,64052.0,64073.0,LAX,F/,33418_SWA610
950,33428,LAX+ASDEX_20220701_180307_33428,07/01/2022,17:44:57,1656633600.0,1656697497.0,1656698587.0,63897.0,64987.0,1090.0,39238,JBU723,A321,J,L,3041,A,JBU,AC,,,,LAX,LAX,25L,64020.0,64027.0,LAX,F/,33428_JBU723
951,33430,LAX+ASDEX_20220701_180343_33430,07/01/2022,17:52:39,1656633600.0,1656697959.0,1656698623.0,64359.0,65023.0,664.0,39240,NKS3035,A20N,J,L,1047,A,NKS,AC,,,,LAX,LAX,25L,64493.0,64515.0,LAX,F/,33430_NKS3035
952,33444,LAX+ASDEX_20220701_180559_33444,07/01/2022,17:48:55,1656633600.0,1656697735.0,1656698759.0,64135.0,65159.0,1024.0,39255,DAL788,B738,J,L,535,A,DAL,AC,,,,LAX,LAX,24R,64285.0,64303.0,LAX,F/,33444_DAL788
953,33448,LAX+ASDEX_20220701_180919_33448,07/01/2022,17:55:36,1656633600.0,1656698136.0,1656698959.0,64536.0,65359.0,823.0,39259,THY8MT,B789,J,H,2147,A,THY,AC,,,,LAX,LAX,24R,64682.0,64705.0,LAX,B/,33448_THY8MT
954,33449,LAX+ASDEX_20220701_180533_33449,07/01/2022,17:57:22,1656633600.0,1656698242.0,1656698733.0,64642.0,65133.0,491.0,39260,UAL1499,B78X,J,H,2717,A,UAL,AC,,,,LAX,LAX,25L,64756.0,64780.0,LAX,D/,33449_UAL1499
955,33450,LAX+ASDEX_20220701_180840_33450,07/01/2022,17:59:25,1656633600.0,1656698365.0,1656698920.0,64765.0,65320.0,555.0,39261,UAL2242,B753,J,F,3243,A,UAL,AC,,,,LAX,LAX,25L,64889.0,64917.0,LAX,E/,33450_UAL2242
956,33453,LAX+ASDEX_20220701_180835_33453,07/01/2022,18:01:34,1656633600.0,1656698494.0,1656698915.0,64894.0,65315.0,421.0,39264,SWA1936,B737,J,L,7756,A,SWA,AC,,,,LAX,LAX,24R,65051.0,65068.0,LAX,F/,33453_SWA1936
957,33461,LAX+ASDEX_20220701_181340_33461,07/01/2022,17:54:36,1656633600.0,1656698076.0,1656699220.0,64476.0,65620.0,1144.0,39272,AAL1637,A321,J,L,1521,A,AAL,AC,,,,LAX,LAX,25L,64605.0,64629.0,LAX,F/,33461_AAL1637
958,33465,LAX+ASDEX_20220701_181436_33465,07/01/2022,18:03:15,1656633600.0,1656698595.0,1656699276.0,64995.0,65676.0,681.0,39276,ANA6,B77W,J,H,1467,A,ANA,AC,,,,LAX,LAX,24R,65135.0,65157.0,LAX,B/,33465_ANA6
959,33466,LAX+ASDEX_20220701_181137_33466,07/01/2022,18:05:29,1656633600.0,1656698729.0,1656699097.0,65129.0,65497.0,368.0,39277,AAL1270,A320,J,L,2666,A,AAL,AC,,,,LAX,LAX,25L,65265.0,65287.0,SMRADSB,F/,33466_AAL1270
960,33484,LAX+ASDEX_20220701_181747_33484,07/01/2022,18:09:59,1656633600.0,1656698999.0,1656699467.0,65399.0,65867.0,468.0,39295,ACA775,BCS3,J,L,6516,A,ACA,AC,,,,LAX,LAX,25L,65543.0,65558.0,LAX,F/,33484_ACA775
961,33485,LAX+ASDEX_20220701_181623_33485,07/01/2022,18:11:42,1656633600.0,1656699102.0,1656699383.0,65502.0,65783.0,281.0,39296,EJA646,C68A,J,S,3771,A,EJA,AT,,,,LAX,LAX,25L,65656.0,65673.0,ADSB,H/,33485_EJA646
962,33497,LAX+ASDEX_20220701_182409_33497,07/01/2022,18:07:18,1656633600.0,1656698838.0,1656699849.0,65238.0,66249.0,1011.0,39310,DAL516,B763,J,H,532,A,DAL,AC,,,,LAX,LAX,24R,65381.0,65407.0,SMRADSB,C/,33497_DAL516
963,33498,LAX+ASDEX_20220701_182107_33498,07/01/2022,18:07:54,1656633600.0,1656698874.0,1656699667.0,65274.0,66067.0,793.0,39311,AMX644,B788,J,H,2661,A,AMX,AC,,,,LAX,LAX,25L,65400.0,65425.0,LAX,B/,33498_AMX644
964,33501,LAX+ASDEX_20220701_182237_33501,07/01/2022,18:17:48,1656633600.0,1656699468.0,1656699757.0,65868.0,66157.0,289.0,39314,UAL1647,B739,J,L,2506,A,UAL,AC,,,,LAX,LAX,25R,65992.0,66010.0,LAX,F/,33501_UAL1647
965,33511,LAX+ASDEX_20220701_182930_33511,07/01/2022,18:13:15,1656633600.0,1656699195.0,1656700170.0,65595.0,66570.0,975.0,39325,UAL1075,B738,J,L,3775,A,UAL,AC,,,,LAX,LAX,25L,65722.0,65747.0,LAX,F/,33511_UAL1075
966,33514,LAX+ASDEX_20220701_182851_33514,07/01/2022,18:19:47,1656633600.0,1656699587.0,1656700131.0,65987.0,66531.0,544.0,39328,WJA1696,B737,J,L,2677,A,WJA,AC,,,,LAX,LAX,24R,66144.0,66160.0,LAX,F/,33514_WJA1696
967,33515,LAX+ASDEX_20220701_182523_33515,07/01/2022,18:19:57,1656633600.0,1656699597.0,1656699923.0,65997.0,66323.0,326.0,39329,AAL517,B788,J,H,3422,A,AAL,AC,,,,LAX,LAX,25R,66122.0,66150.0,LAX,B/,33515_AAL517
968,33525,LAX+ASDEX_20220701_183038_33525,07/01/2022,18:15:58,1656633600.0,1656699358.0,1656700238.0,65758.0,66638.0,880.0,39340,JBU2217,A320,J,L,2077,A,JBU,AC,,,,LAX,LAX,25L,65890.0,65911.0,LAX,F/,33525_JBU2217
969,33526,LAX+ASDEX_20220701_183136_33526,07/01/2022,18:18:16,1656633600.0,1656699496.0,1656700296.0,65896.0,66696.0,800.0,39341,AAL582,A21N,J,L,2641,A,AAL,AC,,,,LAX,LAX,24R,66029.0,66053.0,MODE_S,F/,33526_AAL582
970,33529,LAX+ASDEX_20220701_183100_33529,07/01/2022,18:25:46,1656633600.0,1656699946.0,1656700260.0,66346.0,66660.0,314.0,39344,N969RE,PRM1,J,S,4656,A,GA.N,GA,,,,LAX,LAX,25L,66487.0,66511.0,MODE_SADSB,I/,33529_N969RE
971,33530,LAX+ASDEX_20220701_183354_33530,07/01/2022,18:27:06,1656633600.0,1656700026.0,1656700434.0,66426.0,66834.0,408.0,39345,AAL2923,A321,J,L,2002,A,AAL,AC,,,,LAX,LAX,25L,66557.0,66581.0,LAX,F/,33530_AAL2923
972,33536,LAX+ASDEX_20220701_183931_33536,07/01/2022,17:51:01,1656633600.0,1656697861.0,1656700771.0,64261.0,67171.0,2910.0,39352,SKW3326,E75L,J,L,3106,A,SKW,AC,,,,LAX,LAX,25L,64397.0,64404.0,LAX,G/,33536_SKW3326
973,33537,LAX+ASDEX_20220701_183746_33537,07/01/2022,18:14:26,1656633600.0,1656699266.0,1656700666.0,65666.0,67066.0,1400.0,39353,DAL543,B763,J,H,2624,A,DAL,AC,,,,LAX,LAX,24R,65818.0,65843.0,LAX,C/,33537_DAL543
974,33538,LAX+ASDEX_20220701_183744_33538,07/01/2022,18:21:29,1656633600.0,1656699689.0,1656700664.0,66089.0,67064.0,975.0,39354,ASA5,A21N,J,L,7004,A,ASA,AC,,,,LAX,LAX,24R,66243.0,66262.0,LAX,F/,33538_ASA5
975,33541,LAX+ASDEX_20220701_183754_33541,07/01/2022,18:23:54,1656633600.0,1656699834.0,1656700674.0,66234.0,67074.0,840.0,39357,SKW3522,E75L,J,L,3515,A,SKW,AC,,,,LAX,LAX,25L,66373.0,66381.0,LAX,G/,33541_SKW3522
976,33542,LAX+ASDEX_20220701_183730_33542,07/01/2022,18:24:41,1656633600.0,1656699881.0,1656700650.0,66281.0,67050.0,769.0,39358,SAS931,A359,J,H,7312,A,SAS,AC,,,,LAX,LAX,24R,66426.0,66447.0,LAX,B/,33542_SAS931
977,33546,LAX+ASDEX_20220701_183637_33546,07/01/2022,18:29:06,1656633600.0,1656700146.0,1656700597.0,66546.0,66997.0,451.0,39362,NAC8200,B763,J,H,1603,A,NAC,AC,,,,LAX,LAX,25L,66679.0,66703.0,SMRADSB,C/,33546_NAC8200
978,33547,LAX+ASDEX_20220701_183925_33547,07/01/2022,18:30:15,1656633600.0,1656700215.0,1656700765.0,66615.0,67165.0,550.0,39363,DAL1616,BCS1,J,L,3241,A,DAL,AC,,,,LAX,LAX,24R,66774.0,66795.0,SMRMODE_SADSB,F/,33547_DAL1616
979,33549,LAX+ASDEX_20220701_183806_33549,07/01/2022,18:33:42,1656633600.0,1656700422.0,1656700686.0,66822.0,67086.0,264.0,39365,TN702QV,GLF5,J,L,4715,A,TN,AT,,,,LAX,LAX,25L,66938.0,66957.0,LAX,F/,33549_TN702QV
980,33558,LAX+ASDEX_20220701_184212_33558,07/01/2022,18:34:34,1656633600.0,1656700474.0,1656700932.0,66874.0,67332.0,458.0,39374,VOI994,A320,J,L,2653,A,VOI,AC,,,,LAX,LAX,25L,67010.0,67018.0,MODE_S,F/,33558_VOI994
981,33560,LAX+ASDEX_20220701_184457_33560,07/01/2022,18:36:18,1656633600.0,1656700578.0,1656701097.0,66978.0,67497.0,519.0,39376,NKS1301,A319,J,L,7622,A,NKS,AC,,,,LAX,LAX,25L,67117.0,67140.0,SMRADSB,F/,33560_NKS1301
982,33563,LAX+ASDEX_20220701_184221_33563,07/01/2022,18:37:48,1656633600.0,1656700668.0,1656700941.0,67068.0,67341.0,273.0,39379,TWY66,GLEX,J,L,4775,A,TWY,AT,,,,LAX,LAX,25L,67204.0,67226.0,MODE_SADSB,F/,33563_TWY66
983,33566,LAX+ASDEX_20220701_184537_33566,07/01/2022,18:32:03,1656633600.0,1656700323.0,1656701137.0,66723.0,67537.0,814.0,39382,SKW5248,E75L,J,L,3610,A,SKW,AC,,,,LAX,LAX,24R,66890.0,66892.0,LAX,G/,33566_SKW5248
984,33567,LAX+ASDEX_20220701_184518_33567,07/01/2022,18:34:08,1656633600.0,1656700448.0,1656701118.0,66848.0,67518.0,670.0,39383,SKW5513,CRJ2,J,L,3666,A,SKW,AC,,,,LAX,LAX,24R,66979.0,66999.0,LAX,G/,33567_SKW5513
985,33573,LAX+ASDEX_20220701_184647_33573,07/01/2022,18:39:36,1656633600.0,1656700776.0,1656701207.0,67176.0,67607.0,431.0,39389,NKS470,A320,J,L,6212,A,NKS,AC,,,,LAX,LAX,25L,67307.0,67329.0,LAX,F/,33573_NKS470
986,33574,LAX+ASDEX_20220701_184744_33574,07/01/2022,18:41:16,1656633600.0,1656700876.0,1656701264.0,67276.0,67664.0,388.0,39390,UAL311,B39M,J,L,3414,A,UAL,AC,,,,LAX,LAX,25L,67403.0,67425.0,SMR,F/,33574_UAL311
987,33578,LAX+ASDEX_20220701_184922_33578,07/01/2022,18:43:07,1656633600.0,1656700987.0,1656701362.0,67387.0,67762.0,375.0,39394,JBU2787,A321,J,L,3574,A,JBU,AC,,,,LAX,LAX,25L,67520.0,67541.0,SMRMODE_S,F/,33578_JBU2787
