,lKey,cKey,StartDate,StartTime,tMidnightSecs,tStartSecs,tStopSecs,tStart,tStop,Duration,Msn,AcId,AcType,PC,WC,Bcn,OT,Airline,CT,Orig,EstOrig,TOFRwy,Dest,EstDest,LNDRwy,ATAThdArr,tON,FacName,equipList,pKey
5355,16381,LAX+ASDEX_20220801_191859_16381,08/01/2022,19:14:44,1659312000.0,1659381284.0,1659381539.0,69284.0,69539.0,255.0,20447,N26ME,H25B,J,S,1627,A,GA.N,GA,,,,LAX,LAX,25L,69421.0,69430.0,MODE_SADSB,H/,16381_N26ME
5356,16389,LAX+ASDEX_20220801_192519_16389,08/01/2022,19:12:19,1659312000.0,1659381139.0,1659381919.0,69139.0,69919.0,780.0,20457,SKW6296,E75L,J,L,1652,A,SKW,AC,,,,LAX,LAX,24R,69306.0,69313.0,LAX,G/,16389_SKW6296
5357,16391,LAX+ASDEX_20220801_192323_16391,08/01/2022,19:13:07,1659312000.0,1659381187.0,1659381803.0,69187.0,69803.0,616.0,20459,SWA2087,B737,J,L,1576,A,SWA,AC,,,,LAX,LAX,25L,69320.0,69335.0,SMRADSB,F/,16391_SWA2087
5358,16394,LAX+ASDEX_20220801_192625_16394,08/01/2022,19:14:38,1659312000.0,1659381278.0,1659381985.0,69278.0,69985.0,707.0,20462,SKW6294,E75L,J,L,2214,A,SKW,AC,,,,LAX,LAX,24R,69434.0,69435.0,LAX,G/,16394_SKW6294
5359,16398,LAX+ASDEX_20220801_192621_16398,08/01/2022,19:21:26,1659312000.0,1659381686.0,1659381981.0,69686.0,69981.0,295.0,20466,N702SJ,CRJ2,J,L,1571,A,GA.N,GA,,,,LAX,LAX,25L,69826.0,69849.0,MODE_S,G/,16398_N702SJ
5360,16408,LAX+ASDEX_20220801_193024_16408,08/01/2022,19:10:13,1659312000.0,1659381013.0,1659382224.0,69013.0,70224.0,1211.0,20479,ACA789,B38M,J,L,2241,A,ACA,AC,,,,LAX,LAX,25L,69143.0,69168.0,LAX,F/,16408_ACA789
5361,16409,LAX+ASDEX_20220801_192907_16409,08/01/2022,19:16:08,1659312000.0,1659381368.0,1659382147.0,69368.0,70147.0,779.0,20480,UAL552,B752,J,F,3250,A,UAL,AC,,,,LAX,LAX,24R,69535.0,69562.0,LAX,E/,16409_UAL552
5362,16410,LAX+ASDEX_20220801_192856_16410,08/01/2022,19:16:31,1659312000.0,1659381391.0,1659382136.0,69391.0,70136.0,745.0,20481,THY8MT,B77W,J,H,2130,A,THY,AC,,,,LAX,LAX,25L,69516.0,69538.0,LAX,B/,16410_THY8MT
5363,16412,LAX+ASDEX_20220801_193125_16412,08/01/2022,19:18:10,1659312000.0,1659381490.0,1659382285.0,69490.0,70285.0,795.0,20483,NKS561,A320,J,L,4662,A,NKS,AC,,,,LAX,LAX,24R,69656.0,69678.0,LAX,F/,16412_NKS561
5364,16413,LAX+ASDEX_20220801_192703_16413,08/01/2022,19:18:18,1659312000.0,1659381498.0,1659382023.0,69498.0,70023.0,525.0,20484,CAL5166,B77L,J,H,7460,A,CAL,AC,,,,LAX,LAX,25L,69628.0,69636.0,MODE_S,B/,16413_CAL5166
5365,16437,LAX+ASDEX_20220801_193427_16437,08/01/2022,19:21:30,1659312000.0,1659381690.0,1659382467.0,69690.0,70467.0,777.0,20517,JAL60,B789,J,H,7461,A,JAL,AC,,,,LAX,LAX,24R,69837.0,69859.0,SMRMODE_S,B/,16437_JAL60
5366,16441,LAX+ASDEX_20220801_193332_16441,08/01/2022,19:24:39,1659312000.0,1659381879.0,1659382412.0,69879.0,70412.0,533.0,20521,SWA2191,B737,J,L,6361,A,SWA,AC,,,,LAX,LAX,24R,70022.0,70035.0,LAX,F/,16441_SWA2191
5367,16443,LAX+ASDEX_20220801_193250_16443,08/01/2022,19:25:59,1659312000.0,1659381959.0,1659382370.0,69959.0,70370.0,411.0,20523,UAL490,B39M,J,L,1452,A,UAL,AC,,,,LAX,LAX,25L,70090.0,70111.0,LAX,F/,16443_UAL490
5368,16444,LAX+ASDEX_20220801_193521_16444,08/01/2022,19:28:05,1659312000.0,1659382085.0,1659382521.0,70085.0,70521.0,436.0,20524,SKW6285,E75L,J,L,2612,A,SKW,AC,,,,LAX,LAX,25L,70234.0,70242.0,LAX,G/,16444_SKW6285
5369,16461,LAX+ASDEX_20220801_194114_16461,08/01/2022,19:04:54,1659312000.0,1659380694.0,1659382874.0,68694.0,70874.0,2180.0,20543,JBU287,A321,J,L,1476,A,JBU,AC,,,,LAX,LAX,25L,68832.0,68857.0,SMRMODE_SADSB,F/,16461_JBU287
5370,16464,LAX+ASDEX_20220801_193749_16464,08/01/2022,19:26:24,1659312000.0,1659381984.0,1659382669.0,69984.0,70669.0,685.0,20546,SWA1562,B737,J,L,6322,A,SWA,AC,,,,LAX,LAX,24R,70142.0,70159.0,SMR,F/,16464_SWA1562
5371,16467,LAX+ASDEX_20220801_193815_16467,08/01/2022,19:31:59,1659312000.0,1659382319.0,1659382695.0,70319.0,70695.0,376.0,20549,AAL1364,A321,J,L,1174,A,AAL,AC,,,,LAX,LAX,25L,70448.0,70473.0,MODE_SADSB,F/,16467_AAL1364
5372,16469,LAX+ASDEX_20220801_193933_16469,08/01/2022,19:33:37,1659312000.0,1659382417.0,1659382773.0,70417.0,70773.0,356.0,20551,ASA267,A320,J,L,2150,A,ASA,AC,,,,LAX,LAX,25L,70557.0,70578.0,MODE_S,F/,16469_ASA267
5373,16477,LAX+ASDEX_20220801_194511_16477,08/01/2022,19:36:02,1659312000.0,1659382562.0,1659383111.0,70562.0,71111.0,549.0,20563,DAL908,B739,J,L,1656,A,DAL,AC,,,,LAX,LAX,24R,70709.0,70724.0,ADSB,F/,16477_DAL908
5374,16478,LAX+ASDEX_20220801_194221_16478,08/01/2022,19:37:01,1659312000.0,1659382621.0,1659382941.0,70621.0,70941.0,320.0,20564,EDG99,GLF4,J,L,1333,A,EDG,AT,,,,LAX,LAX,25L,70765.0,70794.0,SMR,G/,16478_EDG99
5375,16492,LAX+ASDEX_20220801_194931_16492,08/01/2022,19:19:25,1659312000.0,1659381565.0,1659383371.0,69565.0,71371.0,1806.0,20578,SKW3329,E75L,J,L,1711,A,SKW,AC,,,,LAX,LAX,24R,69723.0,69728.0,LAX,G/,16492_SKW3329
5376,16495,LAX+ASDEX_20220801_194856_16495,08/01/2022,19:39:21,1659312000.0,1659382761.0,1659383336.0,70761.0,71336.0,575.0,20581,NKS1719,A20N,J,L,4742,A,NKS,AC,,,,LAX,LAX,25L,70909.0,70926.0,LAX,F/,16495_NKS1719
5377,16496,LAX+ASDEX_20220801_194949_16496,08/01/2022,19:40:44,1659312000.0,1659382844.0,1659383389.0,70844.0,71389.0,545.0,20582,DAL2089,A321,J,L,3025,A,DAL,AC,,,,LAX,LAX,24R,70996.0,71017.0,LAX,F/,16496_DAL2089
5378,16497,LAX+ASDEX_20220801_194736_16497,08/01/2022,19:42:11,1659312000.0,1659382931.0,1659383256.0,70931.0,71256.0,325.0,20583,EJA390,E55P,J,S,7233,A,EJA,AT,,,,LAX,LAX,25L,71090.0,71107.0,LAX,H/,16497_EJA390
5379,16505,LAX+ASDEX_20220801_195513_16505,08/01/2022,19:35:01,1659312000.0,1659382501.0,1659383713.0,70501.0,71713.0,1212.0,20591,UAL515,B752,J,F,2303,A,UAL,AC,,,,LAX,LAX,25L,70643.0,70668.0,LAX,E/,16505_UAL515
5380,16510,LAX+ASDEX_20220801_195422_16510,08/01/2022,19:48:46,1659312000.0,1659383326.0,1659383662.0,71326.0,71662.0,336.0,20596,AAL2330,B77W,J,H,766,A,AAL,AC,,,,LAX,LAX,25L,71460.0,71478.0,LAX,B/,16510_AAL2330
5381,16517,LAX+ASDEX_20220801_200137_16517,08/01/2022,19:31:54,1659312000.0,1659382314.0,1659384097.0,70314.0,72097.0,1783.0,20603,ASA298,A320,J,L,5726,A,ASA,AC,,,,LAX,LAX,24R,70478.0,70498.0,LAX,F/,16517_ASA298
5382,16519,LAX+ASDEX_20220801_195735_16519,08/01/2022,19:43:27,1659312000.0,1659383007.0,1659383855.0,71007.0,71855.0,848.0,20605,JBU1773,A321,J,L,1743,A,JBU,AC,,,,LAX,LAX,24R,71159.0,71181.0,SMRADSB,F/,16519_JBU1773
5383,16520,LAX+ASDEX_20220801_195736_16520,08/01/2022,19:44:26,1659312000.0,1659383066.0,1659383856.0,71066.0,71856.0,790.0,20606,FJI810,A359,J,H,1461,A,FJI,AC,,,,LAX,LAX,25L,71204.0,71219.0,MODE_S,B/,16520_FJI810
5384,16522,LAX+ASDEX_20220801_200052_16522,08/01/2022,19:46:59,1659312000.0,1659383219.0,1659384052.0,71219.0,72052.0,833.0,20608,SKW4711,CRJ2,J,L,3237,A,SKW,AC,,,,LAX,LAX,24R,71379.0,71399.0,LAX,G/,16522_SKW4711
5385,16524,LAX+ASDEX_20220801_195851_16524,08/01/2022,19:49:56,1659312000.0,1659383396.0,1659383931.0,71396.0,71931.0,535.0,20610,SKW4081,E75L,J,L,6341,A,SKW,AC,,,,LAX,LAX,24R,71561.0,71566.0,LAX,G/,16524_SKW4081
5386,16533,LAX+ASDEX_20220801_200328_16533,08/01/2022,19:45:18,1659312000.0,1659383118.0,1659384208.0,71118.0,72208.0,1090.0,20621,EDG622,GLF4,J,L,3137,A,EDG,AT,,,,LAX,LAX,24R,71282.0,71293.0,LAX,G/,16533_EDG622
5387,16537,LAX+ASDEX_20220801_200317_16537,08/01/2022,19:50:52,1659312000.0,1659383452.0,1659384197.0,71452.0,72197.0,745.0,20625,CKK223,B77L,J,H,1454,A,CKK,AC,,,,LAX,LAX,25L,71582.0,71589.0,SMR,B/,16537_CKK223
5388,16538,LAX+ASDEX_20220801_200316_16538,08/01/2022,19:51:25,1659312000.0,1659383485.0,1659384196.0,71485.0,72196.0,711.0,20626,AUA81,B772,J,H,6033,A,AUA,AC,,,,LAX,LAX,24R,71650.0,71657.0,ADSB,B/,16538_AUA81
5389,16540,LAX+ASDEX_20220801_200620_16540,08/01/2022,19:53:19,1659312000.0,1659383599.0,1659384380.0,71599.0,72380.0,781.0,20628,SKW3781,E75L,J,L,4154,A,SKW,AC,,,,LAX,LAX,25L,71743.0,71749.0,LAX,G/,16540_SKW3781
5390,16541,LAX+ASDEX_20220801_200549_16541,08/01/2022,19:54:03,1659312000.0,1659383643.0,1659384349.0,71643.0,72349.0,706.0,20629,DAL351,B763,J,H,2455,A,DAL,AC,,,,LAX,LAX,24R,71804.0,71828.0,LAX,C/,16541_DAL351
5391,16544,LAX+ASDEX_20220801_200347_16544,08/01/2022,19:56:08,1659312000.0,1659383768.0,1659384227.0,71768.0,72227.0,459.0,20632,WJA1100,B38M,J,L,520,A,WJA,AC,,,,LAX,LAX,24R,71914.0,71933.0,LAX,F/,16544_WJA1100
5392,16545,LAX+ASDEX_20220801_200933_16545,08/01/2022,19:56:29,1659312000.0,1659383789.0,1659384573.0,71789.0,72573.0,784.0,20633,SWA383,B738,J,L,2624,A,SWA,AC,,,,LAX,LAX,25L,71924.0,71948.0,LAX,F/,16545_SWA383
5393,16548,LAX+ASDEX_20220801_200917_16548,08/01/2022,19:57:54,1659312000.0,1659383874.0,1659384557.0,71874.0,72557.0,683.0,20636,SKW6289,E75L,J,L,637,A,SKW,AC,,,,LAX,LAX,24R,72041.0,72045.0,LAX,G/,16548_SKW6289
5394,16549,LAX+ASDEX_20220801_200609_16549,08/01/2022,19:58:06,1659312000.0,1659383886.0,1659384369.0,71886.0,72369.0,483.0,20637,AAL255,A321,J,L,7722,A,AAL,AC,,,,LAX,LAX,25L,72029.0,72049.0,LAX,F/,16549_AAL255
5395,16553,LAX+ASDEX_20220801_200920_16553,08/01/2022,20:00:57,1659312000.0,1659384057.0,1659384560.0,72057.0,72560.0,503.0,20641,AAL566,A321,J,L,2643,A,AAL,AC,,,,LAX,LAX,25L,72196.0,72219.0,LAX,F/,16553_AAL566
5396,16554,LAX+ASDEX_20220801_201040_16554,08/01/2022,20:02:40,1659312000.0,1659384160.0,1659384640.0,72160.0,72640.0,480.0,20642,UAL2434,B772,J,H,3753,A,UAL,AC,,,,LAX,LAX,25L,72295.0,72321.0,LAX,B/,16554_UAL2434
5397,16569,LAX+ASDEX_20220801_201345_16569,08/01/2022,19:46:54,1659312000.0,1659383214.0,1659384825.0,71214.0,72825.0,1611.0,20657,LRC640,A319,J,L,4560,A,LRC,AC,,,,LAX,LAX,25L,71366.0,71372.0,LAX,F/,16569_LRC640
5398,16572,LAX+ASDEX_20220801_201257_16572,08/01/2022,19:59:44,1659312000.0,1659383984.0,1659384777.0,71984.0,72777.0,793.0,20660,BAW283,B77W,J,H,3457,A,BAW,AC,,,,LAX,LAX,24R,72137.0,72160.0,LAX,B/,16572_BAW283
5399,16575,LAX+ASDEX_20220801_201938_16575,08/01/2022,20:05:10,1659312000.0,1659384310.0,1659385178.0,72310.0,73178.0,868.0,20663,UAL1616,B753,J,F,3357,A,UAL,AC,,,,LAX,LAX,24R,72461.0,72489.0,LAX,E/,16575_UAL1616
5400,16578,LAX+ASDEX_20220801_201556_16578,08/01/2022,20:06:52,1659312000.0,1659384412.0,1659384956.0,72412.0,72956.0,544.0,20666,SWA6500,B737,J,L,4747,A,SWA,AC,,,,LAX,LAX,24R,72576.0,72591.0,LAX,F/,16578_SWA6500
5401,16581,LAX+ASDEX_20220801_201608_16581,08/01/2022,20:08:26,1659312000.0,1659384506.0,1659384968.0,72506.0,72968.0,462.0,20669,KAL274,B77L,J,H,7315,A,KAL,AC,,,,LAX,LAX,25L,72640.0,72649.0,SMRADSB,B/,16581_KAL274
5402,16582,LAX+ASDEX_20220801_202143_16582,08/01/2022,20:08:44,1659312000.0,1659384524.0,1659385303.0,72524.0,73303.0,779.0,20670,UAL1830,B78X,J,H,6572,A,UAL,AC,,,,LAX,LAX,24R,72673.0,72696.0,LAX,D/,16582_UAL1830
5403,16587,LAX+ASDEX_20220801_202119_16587,08/01/2022,20:10:48,1659312000.0,1659384648.0,1659385279.0,72648.0,73279.0,631.0,20675,ITY620,A359,J,H,1710,A,ITY,AC,,,,LAX,LAX,25L,72786.0,72811.0,LAX,B/,16587_ITY620
5404,16609,LAX+ASDEX_20220801_202632_16609,08/01/2022,20:13:22,1659312000.0,1659384802.0,1659385592.0,72802.0,73592.0,790.0,20697,DAL473,B752,J,F,6234,A,DAL,AC,,,,LAX,LAX,24R,72979.0,72998.0,LAX,E/,16609_DAL473
5405,16610,LAX+ASDEX_20220801_202338_16610,08/01/2022,20:14:09,1659312000.0,1659384849.0,1659385418.0,72849.0,73418.0,569.0,20698,ASA283,B738,J,L,4553,A,ASA,AC,,,,LAX,LAX,25L,72983.0,73003.0,LAX,F/,16610_ASA283
5406,16619,LAX+ASDEX_20220801_202839_16619,08/01/2022,20:12:47,1659312000.0,1659384767.0,1659385719.0,72767.0,73719.0,952.0,20708,NKS461,A320,J,L,2773,A,NKS,AC,,,,LAX,LAX,25L,72915.0,72934.0,LAX,F/,16619_NKS461
5407,16621,LAX+ASDEX_20220801_202903_16621,08/01/2022,20:16:46,1659312000.0,1659385006.0,1659385743.0,73006.0,73743.0,737.0,20710,AFR066,B77W,J,H,2410,A,AFR,AC,,,,LAX,LAX,24R,73165.0,73193.0,LAX,B/,16621_AFR066
5408,16622,LAX+ASDEX_20220801_202909_16622,08/01/2022,20:18:16,1659312000.0,1659385096.0,1659385749.0,73096.0,73749.0,653.0,20711,UAL2675,B739,J,L,7317,A,UAL,AC,,,,LAX,LAX,25L,73228.0,73241.0,LAX,F/,16622_UAL2675
5409,16623,LAX+ASDEX_20220801_202844_16623,08/01/2022,20:19:28,1659312000.0,1659385168.0,1659385724.0,73168.0,73724.0,556.0,20712,DAL1440,BCS1,J,L,3555,A,DAL,AC,,,,LAX,LAX,24R,73326.0,73345.0,LAX,F/,16623_DAL1440
5410,16624,LAX+ASDEX_20220801_203028_16624,08/01/2022,20:20:38,1659312000.0,1659385238.0,1659385828.0,73238.0,73828.0,590.0,20713,SKW3362,E75L,J,L,4752,A,SKW,AC,,,,LAX,LAX,25L,73377.0,73386.0,LAX,G/,16624_SKW3362
5411,16626,LAX+ASDEX_20220801_203138_16626,08/01/2022,20:24:02,1659312000.0,1659385442.0,1659385898.0,73442.0,73898.0,456.0,20715,AAY1441,A320,J,L,1750,A,AAY,AC,,,,LAX,LAX,25L,73580.0,73603.0,LAX,F/,16626_AAY1441
5412,16648,LAX+ASDEX_20220801_203827_16648,08/01/2022,20:11:54,1659312000.0,1659384714.0,1659386307.0,72714.0,74307.0,1593.0,20737,SKW3469,E75L,J,L,521,A,SKW,AC,,,,LAX,LAX,24R,72896.0,72900.0,LAX,G/,16648_SKW3469
5413,16654,LAX+ASDEX_20220801_203844_16654,08/01/2022,20:26:36,1659312000.0,1659385596.0,1659386324.0,73596.0,74324.0,728.0,20743,SKW5247,CRJ2,J,L,3146,A,SKW,AC,,,,LAX,LAX,24R,73761.0,73783.0,SMR,G/,16654_SKW5247
5414,16655,LAX+ASDEX_20220801_203727_16655,08/01/2022,20:27:53,1659312000.0,1659385673.0,1659386247.0,73673.0,74247.0,574.0,20744,SWQ423,B734,J,L,3253,A,SWQ,AT,,,,LAX,LAX,25L,73818.0,73842.0,ADSB,F/,16655_SWQ423
5415,16657,LAX+ASDEX_20220801_203751_16657,08/01/2022,20:30:35,1659312000.0,1659385835.0,1659386271.0,73835.0,74271.0,436.0,20746,SKW3501,E75L,J,L,3710,A,SKW,AC,,,,LAX,LAX,24R,73993.0,74000.0,LAX,G/,16657_SKW3501
5416,16672,LAX+ASDEX_20220801_204347_16672,08/01/2022,20:30:16,1659312000.0,1659385816.0,1659386627.0,73816.0,74627.0,811.0,20762,NKS2206,A20N,J,L,3232,A,NKS,AC,,,,LAX,LAX,25L,73964.0,73985.0,LAX,F/,16672_NKS2206
5417,16675,LAX+ASDEX_20220801_204631_16675,08/01/2022,20:33:16,1659312000.0,1659385996.0,1659386791.0,73996.0,74791.0,795.0,20765,NKS1018,A320,J,L,3250,A,NKS,AC,,,,LAX,LAX,25L,74139.0,74161.0,LAX,F/,16675_NKS1018
5418,16685,LAX+ASDEX_20220801_204705_16685,08/01/2022,20:15:40,1659312000.0,1659384940.0,1659386825.0,72940.0,74825.0,1885.0,20776,SIA12,B77W,J,H,7475,A,SIA,AC,,,,LAX,LAX,24R,73090.0,73110.0,LAX,B/,16685_SIA12
5419,16686,LAX+ASDEX_20220801_204740_16686,08/01/2022,20:33:58,1659312000.0,1659386038.0,1659386860.0,74038.0,74860.0,822.0,20777,ANZ6,B789,J,H,2454,A,ANZ,AC,,,,LAX,LAX,24R,74187.0,74210.0,MODE_S,B/,16686_ANZ6
5420,16699,LAX+ASDEX_20220801_205503_16699,08/01/2022,20:37:43,1659312000.0,1659386263.0,1659387303.0,74263.0,75303.0,1040.0,20794,AAY1437,A320,J,L,646,A,AAY,AC,,,,LAX,LAX,25L,74399.0,74428.0,LAX,F/,16699_AAY1437
5421,16701,LAX+ASDEX_20220801_205258_16701,08/01/2022,20:39:11,1659312000.0,1659386351.0,1659387178.0,74351.0,75178.0,827.0,20796,SKW3128,CRJ7,J,L,6014,A,SKW,AC,,,,LAX,LAX,24R,74537.0,74559.0,LAX,G/,16701_SKW3128
5422,16703,LAX+ASDEX_20220801_205537_16703,08/01/2022,20:39:41,1659312000.0,1659386381.0,1659387337.0,74381.0,75337.0,956.0,20798,DAL2066,A321,J,L,3304,A,DAL,AC,,,,LAX,LAX,25L,74516.0,74538.0,LAX,F/,16703_DAL2066
5423,16713,LAX+ASDEX_20220801_205832_16713,08/01/2022,20:44:27,1659312000.0,1659386667.0,1659387512.0,74667.0,75512.0,845.0,20808,SWA1252,B737,J,L,7472,A,SWA,AC,,,,LAX,LAX,25L,74803.0,74820.0,LAX,F/,16713_SWA1252
5424,16714,LAX+ASDEX_20220801_210028_16714,08/01/2022,20:46:23,1659312000.0,1659386783.0,1659387628.0,74783.0,75628.0,845.0,20809,SKW6248,E75L,J,L,1641,A,SKW,AC,,,,LAX,LAX,24R,74956.0,74964.0,MODE_SADSB,G/,16714_SKW6248
5425,16715,LAX+ASDEX_20220801_210054_16715,08/01/2022,20:46:24,1659312000.0,1659386784.0,1659387654.0,74784.0,75654.0,870.0,20810,CMP360,B39M,J,L,5742,A,CMP,AC,,,,LAX,LAX,25L,74918.0,74943.0,LAX,F/,16715_CMP360
5426,16721,LAX+ASDEX_20220801_210114_16721,08/01/2022,20:55:03,1659312000.0,1659387303.0,1659387674.0,75303.0,75674.0,371.0,20816,EDG19,E35L,J,L,564,A,EDG,AT,,,,LAX,LAX,25L,75432.0,75456.0,SMR,G/,16721_EDG19
5427,16724,LAX+ASDEX_20220801_210622_16724,08/01/2022,20:35:53,1659312000.0,1659386153.0,1659387982.0,74153.0,75982.0,1829.0,20819,SKW3932,E75S,J,L,1622,A,SKW,AC,,,,LAX,LAX,24R,74315.0,74321.0,SMR,G/,16724_SKW3932
5428,16726,LAX+ASDEX_20220801_210316_16726,08/01/2022,20:41:20,1659312000.0,1659386480.0,1659387796.0,74480.0,75796.0,1316.0,20821,DAL1255,A321,J,L,4153,A,DAL,AC,,,,LAX,LAX,24R,74634.0,74656.0,LAX,F/,16726_DAL1255
5429,16727,LAX+ASDEX_20220801_210223_16727,08/01/2022,20:42:14,1659312000.0,1659386534.0,1659387743.0,74534.0,75743.0,1209.0,20822,VIV510,A320,J,L,5730,A,VIV,AC,,,,LAX,LAX,25L,74669.0,74691.0,SMRMODE_S,F/,16727_VIV510
5430,16728,LAX+ASDEX_20220801_211121_16728,08/01/2022,20:44:47,1659312000.0,1659386687.0,1659388281.0,74687.0,76281.0,1594.0,20823,SKW3363,E75L,J,L,3614,A,SKW,AC,,,,LAX,LAX,24R,74858.0,74864.0,LAX,G/,16728_SKW3363
5431,16729,LAX+ASDEX_20220801_210221_16729,08/01/2022,20:48:12,1659312000.0,1659386892.0,1659387741.0,74892.0,75741.0,849.0,20824,DLH456,B748,J,H,1772,A,DLH,AC,,,,LAX,LAX,24R,75042.0,75068.0,LAX,B/,16729_DLH456
5432,16731,LAX+ASDEX_20220801_210415_16731,08/01/2022,20:49:08,1659312000.0,1659386948.0,1659387855.0,74948.0,75855.0,907.0,20826,SKW3792,E75L,J,L,4110,A,SKW,AC,,,,LAX,LAX,25L,75103.0,75112.0,LAX,G/,16731_SKW3792
5433,16737,LAX+ASDEX_20220801_210702_16737,08/01/2022,20:57:54,1659312000.0,1659387474.0,1659388022.0,75474.0,76022.0,548.0,20832,SKW4731,E75L,J,L,6015,A,SKW,AC,,,,LAX,LAX,25L,75623.0,75629.0,LAX,G/,16737_SKW4731
5434,16746,LAX+ASDEX_20220801_210850_16746,08/01/2022,21:01:28,1659312000.0,1659387688.0,1659388130.0,75688.0,76130.0,442.0,20841,SKW9918,E75L,J,L,1632,A,SKW,AC,,,,LAX,LAX,25L,75850.0,75860.0,LAX,G/,16746_SKW9918
5435,16749,LAX+ASDEX_20220801_210856_16749,08/01/2022,21:03:06,1659312000.0,1659387786.0,1659388136.0,75786.0,76136.0,350.0,20844,AAL3,A321,J,L,5745,A,AAL,AC,,,,LAX,LAX,25L,75929.0,75957.0,LAX,F/,16749_AAL3
5436,16761,LAX+ASDEX_20220801_211610_16761,08/01/2022,20:43:37,1659312000.0,1659386617.0,1659388570.0,74617.0,76570.0,1953.0,20857,SKW3681,E75L,J,L,6564,A,SKW,AC,,,,LAX,LAX,24R,74776.0,74784.0,LAX,G/,16761_SKW3681
5437,16768,LAX+ASDEX_20220801_211301_16768,08/01/2022,21:04:23,1659312000.0,1659387863.0,1659388381.0,75863.0,76381.0,518.0,20864,DAL1972,B752,J,F,1010,A,DAL,AC,,,,LAX,LAX,25L,76019.0,76039.0,LAX,E/,16768_DAL1972
5438,16773,LAX+ASDEX_20220801_211609_16773,08/01/2022,21:05:56,1659312000.0,1659387956.0,1659388569.0,75956.0,76569.0,613.0,20869,UAL2166,A320,J,L,3770,A,UAL,AC,,,,LAX,LAX,24R,76098.0,76116.0,LAX,F/,16773_UAL2166
5439,16777,LAX+ASDEX_20220801_211912_16777,08/01/2022,21:07:48,1659312000.0,1659388068.0,1659388752.0,76068.0,76752.0,684.0,20873,DAL1876,B752,J,F,2140,A,DAL,AC,,,,LAX,LAX,25L,76213.0,76234.0,LAX,E/,16777_DAL1876
5440,16779,LAX+ASDEX_20220801_211946_16779,08/01/2022,21:09:48,1659312000.0,1659388188.0,1659388786.0,76188.0,76786.0,598.0,20875,DAL1177,B753,J,F,2472,A,DAL,AC,,,,LAX,LAX,24R,76349.0,76373.0,LAX,E/,16779_DAL1177
5441,16783,LAX+ASDEX_20220801_212054_16783,08/01/2022,21:12:35,1659312000.0,1659388355.0,1659388854.0,76355.0,76854.0,499.0,20879,CAL006,A359,J,H,1101,A,CAL,AC,,,,LAX,LAX,24R,76530.0,76551.0,LAX,B/,16783_CAL006
5442,16802,LAX+ASDEX_20220801_212512_16802,08/01/2022,21:15:04,1659312000.0,1659388504.0,1659389112.0,76504.0,77112.0,608.0,20898,SWA1441,B737,J,L,3231,A,SWA,AC,,,,LAX,LAX,24R,76668.0,76689.0,LAX,F/,16802_SWA1441
5443,16803,LAX+ASDEX_20220801_212330_16803,08/01/2022,21:16:36,1659312000.0,1659388596.0,1659389010.0,76596.0,77010.0,414.0,20899,SWA1904,B737,J,L,1366,A,SWA,AC,,,,LAX,LAX,24R,76764.0,76782.0,SMR,F/,16803_SWA1904
5444,16806,LAX+ASDEX_20220801_212701_16806,08/01/2022,21:19:40,1659312000.0,1659388780.0,1659389221.0,76780.0,77221.0,441.0,20902,N769QS,CL35,J,S,7460,A,GA.N,GA,,,,LAX,LAX,25L,76929.0,76946.0,MODE_SADSB,H/,16806_N769QS
5445,16813,LAX+ASDEX_20220801_213158_16813,08/01/2022,21:18:14,1659312000.0,1659388694.0,1659389518.0,76694.0,77518.0,824.0,20911,JBU535,A320,J,L,3704,A,JBU,AC,,,,LAX,LAX,24R,76864.0,76882.0,SMR,F/,16813_JBU535
5446,16814,LAX+ASDEX_20220801_212838_16814,08/01/2022,21:19:41,1659312000.0,1659388781.0,1659389318.0,76781.0,77318.0,537.0,20912,DAL1664,B739,J,L,4764,A,DAL,AC,,,,LAX,LAX,24R,76938.0,76962.0,SMRADSB,F/,16814_DAL1664
5447,16815,LAX+ASDEX_20220801_212856_16815,08/01/2022,21:21:08,1659312000.0,1659388868.0,1659389336.0,76868.0,77336.0,468.0,20913,SWA2597,B737,J,L,3766,A,SWA,AC,,,,LAX,LAX,24R,77038.0,77056.0,LAX,F/,16815_SWA2597
5448,16818,LAX+ASDEX_20220801_213621_16818,08/01/2022,21:17:29,1659312000.0,1659388649.0,1659389781.0,76649.0,77781.0,1132.0,20918,SVA041,B77W,J,H,1755,A,SVA,AC,,,,LAX,LAX,25L,76784.0,76808.0,LAX,B/,16818_SVA041
5449,16821,LAX+ASDEX_20220801_213314_16821,08/01/2022,21:21:25,1659312000.0,1659388885.0,1659389594.0,76885.0,77594.0,709.0,20922,JBU523,A321,J,L,3040,A,JBU,AC,,,,LAX,LAX,25L,77027.0,77034.0,LAX,F/,16821_JBU523
5450,16822,LAX+ASDEX_20220801_213331_16822,08/01/2022,21:22:46,1659312000.0,1659388966.0,1659389611.0,76966.0,77611.0,645.0,20923,AAL533,A320,J,L,7323,A,AAL,AC,,,,LAX,LAX,25L,77111.0,77131.0,LAX,F/,16822_AAL533
5451,16823,LAX+ASDEX_20220801_213752_16823,08/01/2022,21:24:40,1659312000.0,1659389080.0,1659389872.0,77080.0,77872.0,792.0,20924,AAY1038,A320,J,L,3751,A,AAY,AC,,,,LAX,LAX,25L,77217.0,77240.0,LAX,F/,16823_AAY1038
